,art,intensity_std,intensity_mean,mod_std,mod_mean
0,Ahorn,0.20376944541931152,2.3428359031677246,0.11133303493261337,2.366726875305176
1,Ahorn,0.37137603759765625,2.420315980911255,0.11324353516101837,2.3891091346740723
2,Ahorn,0.2951376140117645,2.388786554336548,0.11570272594690323,2.4495608806610107
3,Ahorn,0.32900458574295044,2.1865618228912354,0.12096234411001205,2.3945722579956055
4,Buche,0.04988892376422882,0.6640524864196777,0.16055092215538025,2.473923444747925
5,Buche,0.08560687303543091,0.6182752251625061,0.18910178542137146,2.3535284996032715
6,Buche,0.11855757981538773,0.6475604772567749,0.18842847645282745,2.360830068588257
7,Buche,0.09302768856287003,0.5608938336372375,0.21567514538764954,2.357433319091797
8,Eiche,0.15427044034004211,0.6593193411827087,0.2494092583656311,1.8457162380218506
9,Eiche,0.13577650487422943,0.6512612700462341,0.25494998693466187,1.885252594947815
10,Eiche,0.09424424171447754,0.6906257271766663,0.2107623964548111,1.8683772087097168
11,Eiche,0.10946638137102127,0.6188183426856995,0.3081882894039154,1.7575621604919434
12,Fichte,0.16513016819953918,1.4684333801269531,0.13172784447669983,2.377746105194092
13,Fichte,0.19295479357242584,1.591062068939209,0.12034877389669418,2.394813299179077
14,Fichte,0.19138363003730774,1.6227946281433105,0.1194341704249382,2.39652419090271
15,Fichte,0.1438581347465515,1.6257330179214478,0.11541849374771118,2.304147481918335
16,Kiefer,0.22382491827011108,3.0276761054992676,0.1685618907213211,2.250190019607544
17,Kiefer,0.30612221360206604,2.4973671436309814,0.12919770181179047,2.418165683746338
18,Kiefer,0.26137039065361023,2.257024049758911,0.15039193630218506,2.243948221206665
19,Kiefer,0.3346768915653229,2.223414421081543,0.15379363298416138,2.4773266315460205
20,Laerche,0.10286170989274979,1.5853840112686157,0.15422828495502472,1.7768887281417847
21,Laerche,0.1579621583223343,1.75411057472229,0.15563708543777466,1.7550956010818481
22,Laerche,0.16689430177211761,1.8154877424240112,0.1507996916770935,1.783617615699768
23,Laerche,0.13998956978321075,1.6729434728622437,0.16416598856449127,1.6675931215286255
24,Eiche,0.07943294197320938,0.2937648594379425,0.7316437363624573,2.2251639366149902
25,Eiche,0.033010005950927734,0.3614858090877533,0.3045039474964142,2.3484086990356445
26,Eiche,0.038233015686273575,0.3761541545391083,0.3099667429924011,2.272535800933838
27,Eiche,0.038216542452573776,0.45266851782798767,0.3327123820781708,2.344965934753418
28,Eiche,0.0453629232943058,0.31486302614212036,0.6499335169792175,2.2493765354156494
29,Eiche,0.04368393495678902,0.29100534319877625,0.6351718306541443,1.7566629648208618
30,Eiche,0.03734397143125534,0.32717689871788025,0.5501517057418823,1.7765713930130005
31,Eiche,0.03377077728509903,0.22239439189434052,0.7296888828277588,1.6891546249389648
32,Eiche,0.05281379818916321,0.3218763470649719,0.5544915199279785,1.855595588684082
33,Eiche,0.039052464067935944,0.22781333327293396,0.722027063369751,1.7509874105453491
34,Eiche,0.046166591346263885,0.29955267906188965,0.5272831916809082,2.399515151977539
35,Eiche,0.0229968149214983,0.3346151113510132,0.2461576610803604,2.3968448638916016
36,Eiche,0.03312475606799126,0.2598620355129242,0.6223152875900269,2.375194787979126
37,Eiche,0.03788595274090767,0.3074973523616791,0.2690400779247284,2.5233101844787598
38,Eiche,0.06838852912187576,0.31187283992767334,0.4170563519001007,2.3869051933288574
39,Eiche,0.02962464839220047,0.34839484095573425,0.3060125708580017,2.2576770782470703
40,Eiche,0.0375668928027153,0.30112501978874207,0.45169371366500854,2.3157637119293213
41,Eiche,0.03345184773206711,0.37180495262145996,0.2927880883216858,2.3994266986846924
42,Eiche,0.03915005177259445,0.43094947934150696,0.32912203669548035,2.3631622791290283
43,Eiche,0.04113243520259857,0.14876975119113922,1.5337857007980347,1.50584876537323
44,Eiche,0.03407765552401543,0.21692167222499847,0.987115740776062,1.6727668046951294
45,Eiche,0.039258215576410294,0.29181674122810364,0.5277694463729858,2.471876382827759
46,Eiche,0.048192769289016724,0.31921014189720154,0.528514564037323,2.5193958282470703
47,Eiche,0.025111021474003792,0.34996548295021057,0.30130934715270996,2.343186378479004
48,Eiche,0.021809017285704613,0.2805418074131012,0.5620573163032532,2.2124922275543213
49,Eiche,0.025402143597602844,0.34952282905578613,0.28910377621650696,2.3568825721740723
50,Eiche,0.04619781672954559,0.3224100172519684,0.4336256980895996,2.237637519836426
51,Eiche,0.01991497538983822,0.2965050935745239,0.6498662829399109,2.2531538009643555
52,Eiche,0.02682090550661087,0.3156939148902893,0.305278480052948,2.25974178314209
53,Eiche,0.02813475765287876,0.31348782777786255,0.3037593364715576,2.2954070568084717
54,Eiche,0.021948080509901047,0.32120591402053833,0.30470871925354004,2.3284733295440674
55,Eiche,0.03388119116425514,0.31421658396720886,0.5589399933815002,2.2936573028564453
56,Eiche,0.04298032447695732,0.31194955110549927,0.5610030889511108,2.3121771812438965
57,Eiche,0.03123599849641323,0.3147463798522949,0.5581865310668945,2.2596724033355713
58,Eiche,0.025193460285663605,0.3309674561023712,0.30110934376716614,2.3509302139282227
59,Eiche,0.0262917373329401,0.4148910939693451,0.3127143383026123,2.308168411254883
60,Eiche,0.02685355208814144,0.3199481666088104,0.6449261903762817,2.318584680557251
61,Eiche,0.03209739550948143,0.3923088312149048,0.30969518423080444,2.3234686851501465
62,Eiche,0.030519459396600723,0.3894261121749878,0.3076171576976776,2.2857842445373535
63,Eiche,0.03947630524635315,0.43020516633987427,0.3257913589477539,2.337407112121582
64,Eiche,0.04637445509433746,0.3193950355052948,0.5632100701332092,2.314270257949829
65,Eiche,0.0428403802216053,0.31753993034362793,0.45034509897232056,2.302818536758423
66,Eiche,0.03037508763372898,0.2866630554199219,0.45628392696380615,2.3370444774627686
67,Eiche,0.03529961407184601,0.25735363364219666,0.5463024377822876,1.811316728591919
68,Eiche,0.0391894094645977,0.22608500719070435,0.6612582802772522,1.7537481784820557
69,Eiche,0.044730786234140396,0.30479681491851807,0.5488656759262085,1.8139761686325073
70,Eiche,0.030986810103058815,0.33632874488830566,0.5436031222343445,1.8383241891860962
71,Eiche,0.03937109559774399,0.22979611158370972,0.658595621585846,1.7271531820297241
72,Eiche,0.05026281252503395,0.3035682439804077,0.5450735688209534,1.8458447456359863
73,Eiche,0.025428229942917824,0.3435021936893463,0.4348925054073334,1.8314193487167358
74,Eiche,0.05339069664478302,0.3598015308380127,0.2862301170825958,1.8657069206237793
75,Eiche,0.04298001527786255,0.24136501550674438,0.726784348487854,1.8043736219406128
76,Eiche,0.0292119812220335,0.3491836488246918,0.44357743859291077,2.3219127655029297
77,Eiche,0.025719361379742622,0.2816922962665558,0.5630173087120056,2.2722811698913574
78,Eiche,0.0392487496137619,0.2936236262321472,0.454233318567276,2.2160279750823975
79,Eiche,0.13143229484558105,0.36792489886283875,0.5415232181549072,2.305994749069214
80,Eiche,0.048806384205818176,0.2860242426395416,0.5267937779426575,2.4718658924102783
81,Eiche,0.04180961847305298,0.2650187015533447,0.7213473320007324,2.508347272872925
82,Eiche,0.03299371153116226,0.3570740222930908,0.2535894215106964,2.546733856201172
83,Eiche,0.05783723667263985,0.35703179240226746,0.523715615272522,2.6489336490631104
84,Eiche,0.03300053998827934,0.37750929594039917,0.22676807641983032,2.6444146633148193
85,Eiche,0.04649489000439644,0.2876634895801544,0.5383651256561279,2.472615957260132
86,Eiche,0.023811034858226776,0.2863599956035614,0.6367127895355225,2.6940348148345947
87,Eiche,0.03717777505517006,0.31831687688827515,0.5333300232887268,2.630632162094116
88,Eiche,0.04024861007928848,0.47937753796577454,0.18937860429286957,2.3051998615264893
89,Eiche,0.07490206509828568,0.5579656958580017,0.18647442758083344,2.3456778526306152
90,Eiche,0.05671107769012451,0.5680071711540222,0.1775437295436859,2.4621739387512207
91,Eiche,0.04082903265953064,0.5265481472015381,0.1713150441646576,2.448594093322754
92,Eiche,0.05174301937222481,0.49043992161750793,0.18892206251621246,2.4374942779541016
93,Eiche,0.04810857027769089,0.5350293517112732,0.19009292125701904,2.2644307613372803
94,Eiche,0.031066158786416054,0.4040466248989105,0.20259703695774078,2.354950189590454
95,Eiche,0.06646227091550827,0.6525936126708984,0.17741714417934418,2.420595645904541
96,Eiche,0.06566251069307327,0.45070648193359375,0.21524517238140106,2.2409701347351074
