,art,phase_std,phase_mean,mod_std,mod_mean
0,Eiche,0.06811709702014923,1.7085169553756714,0.7089481949806213,3.096374034881592
1,Eiche,0.0767701119184494,1.4331433773040771,1.139570713043213,2.8166704177856445
2,Eiche,0.06681615114212036,1.577379822731018,0.6301531195640564,2.744199752807617
3,Eiche,0.061468321830034256,1.5821682214736938,0.6258520483970642,2.757280111312866
4,Eiche,0.07185215502977371,1.364518404006958,1.3189964294433594,2.7251758575439453
5,Eiche,0.073440782725811,1.3996551036834717,0.9873165488243103,2.6916110515594482
6,Eiche,0.07736983150243759,1.5320221185684204,1.034866452217102,2.8790390491485596
7,Eiche,0.06678799539804459,1.5211917161941528,1.1340131759643555,2.9400928020477295
8,Eiche,0.07810141891241074,1.5744000673294067,1.1366955041885376,2.9860267639160156
9,Eiche,0.07981393486261368,1.6188850402832031,0.8568942546844482,3.0061402320861816
10,Eiche,0.08890551328659058,1.5517228841781616,0.7948463559150696,2.945078134536743
11,Eiche,0.08672986179590225,1.5820759534835815,1.136049509048462,2.966836929321289
12,Eiche,0.08931126445531845,1.4775142669677734,1.1868772506713867,2.8465676307678223
13,Eiche,0.09375260025262833,1.4867050647735596,1.231464147567749,2.9218738079071045
14,Eiche,0.08793830126523972,1.5028088092803955,1.1829992532730103,2.880861282348633
15,Eiche,0.08538434654474258,1.4751769304275513,1.0377432107925415,2.8651437759399414
16,Laerche,0.06026533246040344,1.5341746807098389,0.1918332874774933,2.728074789047241
17,Laerche,0.04889887198805809,1.5574618577957153,0.19474154710769653,2.800981283187866
18,Laerche,0.047418732196092606,1.5175365209579468,0.19954699277877808,2.7119438648223877
19,Laerche,0.05075014382600784,1.5570712089538574,0.1973465085029602,2.8015401363372803
20,Laerche,0.05111443251371384,1.5682052373886108,0.19738318026065826,2.8210833072662354
21,Laerche,0.04898586869239807,1.5514566898345947,0.3841366469860077,2.805258274078369
22,Laerche,0.04676617309451103,1.4972519874572754,0.38572871685028076,2.699544906616211
23,Laerche,0.04880440607666969,1.5073403120040894,0.19490307569503784,2.7336552143096924
24,Laerche,0.05096807703375816,1.5076773166656494,0.3835066258907318,2.7650740146636963
25,Laerche,0.050639960914850235,1.4987705945968628,0.3858143389225006,2.7525148391723633
26,Laerche,0.047766707837581635,1.5153201818466187,0.19476939737796783,2.7465438842773438
27,Laerche,0.046648282557725906,1.5383124351501465,0.1980569213628769,2.736969470977783
28,Laerche,0.05154767259955406,1.5131251811981201,0.38668617606163025,2.6973578929901123
29,Laerche,0.04708731546998024,1.541627287864685,0.19598443806171417,2.7416224479675293
30,Laerche,0.048120565712451935,1.5496087074279785,0.19557824730873108,2.7551517486572266
31,Laerche,0.0473032146692276,1.559880256652832,0.19539637863636017,2.7689268589019775
32,Ahorn,0.05863479897379875,1.5015500783920288,0.16799667477607727,2.84733510017395
33,Ahorn,0.05577733367681503,1.5207912921905518,0.36970236897468567,2.8321328163146973
34,Ahorn,0.05918626859784126,1.545526146888733,0.3711920380592346,2.86759614944458
35,Ahorn,0.061609141528606415,1.5298590660095215,0.3705049157142639,2.857051134109497
36,Ahorn,0.058503977954387665,1.544703722000122,0.37073782086372375,2.8895411491394043
37,Ahorn,0.06429310888051987,1.5663411617279053,0.3705163300037384,2.8952131271362305
38,Ahorn,0.050738539546728134,1.644631028175354,0.36720502376556396,2.904684066772461
39,Ahorn,0.05584687739610672,1.6452559232711792,0.36770448088645935,2.9023959636688232
40,Ahorn,0.05560379475355148,1.6416751146316528,0.3708011209964752,2.8375329971313477
41,Ahorn,0.05849199369549751,1.6237738132476807,0.36921918392181396,2.833817958831787
42,Ahorn,0.06709622591733932,1.559493899345398,0.19374427199363708,2.902841329574585
43,Ahorn,0.06877356767654419,1.5331239700317383,0.37700408697128296,2.8492929935455322
44,Ahorn,0.0614008791744709,1.569990634918213,0.18637238442897797,2.8901865482330322
45,Ahorn,0.07079847157001495,1.5845301151275635,0.3779311180114746,2.9439849853515625
46,Ahorn,0.05714542791247368,1.5791776180267334,0.17694075405597687,2.912595272064209
47,Ahorn,0.06020231917500496,1.6153720617294312,0.37450310587882996,2.953233003616333
48,Ahorn,0.05609913542866707,1.5773755311965942,0.17576618492603302,2.9059667587280273
49,Ahorn,0.06411119550466537,1.579634189605713,0.18842796981334686,2.9372026920318604
50,Ahorn,0.06268371641635895,1.6047117710113525,0.18268346786499023,2.9845449924468994
51,Ahorn,0.07956774532794952,1.5710848569869995,0.1926339864730835,2.9301888942718506
52,Ahorn,0.06664478033781052,1.595951795578003,0.18167147040367126,2.9525959491729736
53,Ahorn,0.06354176253080368,1.621030330657959,0.18137304484844208,3.0165107250213623
54,Ahorn,0.06438059359788895,1.6109490394592285,0.1944931298494339,3.0024616718292236
55,Ahorn,0.06743530929088593,1.6134041547775269,0.1894143521785736,3.003399610519409
56,Ahorn,0.05751417949795723,1.591360330581665,0.18160977959632874,2.882855176925659
57,Ahorn,0.06727906316518784,1.5893313884735107,0.18964356184005737,2.9610519409179688
58,Ahorn,0.06758210808038712,1.6129786968231201,0.19167684018611908,3.001570224761963
59,Ahorn,0.07016053795814514,1.6244571208953857,0.1903267800807953,2.995680332183838
60,Ahorn,0.06527306884527206,1.5984034538269043,0.3780396282672882,2.898836135864258
61,Ahorn,0.06841687858104706,1.6418219804763794,0.19084101915359497,3.0445199012756348
62,Ahorn,0.10094958543777466,1.658151626586914,0.20459456741809845,3.056663751602173
63,Ahorn,0.06894342601299286,1.6352938413619995,0.37573716044425964,3.0280601978302
64,Ahorn,0.055776406079530716,1.6316784620285034,0.1834552139043808,2.938993215560913
65,Ahorn,0.059103045612573624,1.4965853691101074,0.36645403504371643,2.817805767059326
66,Ahorn,0.06061190366744995,1.53711998462677,0.18721510469913483,2.8826310634613037
67,Ahorn,0.06582019478082657,1.6042068004608154,0.18972700834274292,3.002669095993042
68,Ahorn,0.0774453654885292,1.6050463914871216,0.20175319910049438,3.001096487045288
69,Ahorn,0.068804070353508,1.6424047946929932,0.2010146528482437,3.0685126781463623
70,Ahorn,0.09359436482191086,1.6233301162719727,0.20621174573898315,3.015994071960449
71,Ahorn,0.055253200232982635,1.6186681985855103,0.18548832833766937,2.9161291122436523
72,Ahorn,0.07600121945142746,1.6341794729232788,0.38851600885391235,3.055271625518799
73,Ahorn,0.08077181130647659,1.6356709003448486,0.2046259194612503,3.0502164363861084
74,Ahorn,0.07495027780532837,1.6386640071868896,0.20291125774383545,3.0644166469573975
75,Ahorn,0.07098591327667236,1.4900641441345215,0.17555509507656097,2.8304789066314697
76,Ahorn,0.06603100895881653,1.468688726425171,0.174277201294899,2.793097972869873
77,Ahorn,0.07047401368618011,1.5226093530654907,0.1801835000514984,2.849766492843628
78,Ahorn,0.067551389336586,1.4752497673034668,0.3687070310115814,2.751891851425171
79,Ahorn,0.06571068614721298,1.53551185131073,0.3637727200984955,2.8270797729492188
80,Buche,0.06708014756441116,1.383371114730835,0.24902623891830444,2.6001203060150146
81,Buche,0.07503346353769302,1.3719003200531006,0.40751704573631287,2.5977039337158203
82,Buche,0.10053299367427826,1.2548936605453491,0.6466966271400452,2.5765819549560547
83,Buche,0.1018141657114029,1.2080076932907104,0.9272615909576416,2.5331835746765137
84,Buche,0.06677724421024323,1.3259174823760986,0.42804116010665894,2.565908193588257
85,Buche,0.10015881806612015,1.389693260192871,0.26635128259658813,2.6409339904785156
86,Buche,0.07973095774650574,1.315425992012024,0.7991948127746582,2.666156530380249
87,Buche,0.07768213003873825,1.3771392107009888,0.7139001488685608,2.6894357204437256
88,Buche,0.0918503850698471,1.2645158767700195,0.8056212663650513,2.627274990081787
89,Buche,0.07972428947687149,1.2596246004104614,0.6383180022239685,2.5626349449157715
90,Buche,0.08820272982120514,1.0929523706436157,1.0477495193481445,2.453782320022583
91,Buche,0.076015405356884,1.2064887285232544,0.8094924688339233,2.5956554412841797
92,Buche,0.11356780678033829,1.2277618646621704,1.3716251850128174,2.7315900325775146
93,Buche,0.13702522218227386,1.1869850158691406,1.2438379526138306,2.691257953643799
94,Buche,0.08354836702346802,1.304961919784546,0.7273514866828918,2.7271645069122314
95,Buche,0.07506577670574188,1.3465981483459473,0.6336317658424377,2.741584062576294
96,Buche,0.09287957847118378,1.2356841564178467,0.8084977865219116,2.680443286895752
97,Buche,0.0889153853058815,1.2183257341384888,0.9418018460273743,2.7035317420959473
98,Buche,0.10277271270751953,1.2926241159439087,0.9248068928718567,2.7275640964508057
99,Buche,0.09973683208227158,1.1438778638839722,1.000147819519043,2.5989205837249756
100,Buche,0.08453056961297989,1.2207852602005005,0.9341949820518494,2.656575918197632
101,Buche,0.08628331869840622,1.1804264783859253,0.8770721554756165,2.6095683574676514
102,Buche,0.08480454236268997,1.1288127899169922,0.9473538994789124,2.5928657054901123
103,Buche,0.08849892020225525,1.266624927520752,0.6894333362579346,2.7038586139678955
104,Buche,0.06603021919727325,1.3594434261322021,0.544252336025238,2.629807710647583
105,Buche,0.06933392584323883,1.3834625482559204,0.5419396162033081,2.641166925430298
106,Buche,0.07943299412727356,1.4236925840377808,0.5347184538841248,2.66282057762146
107,Buche,0.05905485898256302,1.460679531097412,0.26064416766166687,2.672238349914551
108,Buche,0.06189035624265671,1.4251708984375,0.541038990020752,2.71330189704895
109,Buche,0.058850955218076706,1.4094059467315674,0.4274342656135559,2.669419527053833
110,Buche,0.06852982193231583,1.4267295598983765,0.4232628047466278,2.6870760917663574
111,Buche,0.08940978348255157,1.4017515182495117,0.5477606654167175,2.6790573596954346
112,Buche,0.0690278634428978,1.3451976776123047,0.45506319403648376,2.687258243560791
113,Buche,0.07490527629852295,1.3535624742507935,0.5308043956756592,2.5604474544525146
114,Buche,0.08755020797252655,1.1947349309921265,0.8083397746086121,2.543412685394287
115,Buche,0.07823807746171951,1.2946218252182007,1.5701830387115479,2.679372787475586
116,Buche,0.0629626214504242,1.3864537477493286,0.4286537170410156,2.6432297229766846
117,Buche,0.05946296080946922,1.3832834959030151,0.42913153767585754,2.664870500564575
118,Buche,0.060414306819438934,1.4957714080810547,0.5333755016326904,2.790912389755249
119,Buche,0.07043421268463135,1.3674806356430054,0.6445457935333252,2.6865248680114746
120,Buche,0.07342292368412018,1.4587352275848389,0.5363993048667908,2.7353246212005615
121,Buche,0.06308434158563614,1.465437412261963,0.538158655166626,2.7781214714050293
122,Buche,0.10157958418130875,1.3545230627059937,0.7273576259613037,2.7164928913116455
123,Buche,0.08928117901086807,1.2857366800308228,0.4437686502933502,2.4804251194000244
124,Buche,0.09675563126802444,1.232858419418335,0.5436116456985474,2.429553508758545
125,Buche,0.05606234818696976,1.3832024335861206,0.414169043302536,2.5921072959899902
126,Buche,0.06553506851196289,1.3364657163619995,0.42274823784828186,2.6240315437316895
127,Buche,0.08301607519388199,1.268408179283142,0.4307650923728943,2.4999499320983887
128,Eiche,0.07124865055084229,1.4043914079666138,0.2207142561674118,2.4686334133148193
129,Eiche,0.06801256537437439,1.3960237503051758,0.23696929216384888,2.391638994216919
130,Eiche,0.09381713718175888,1.479067087173462,0.24444562196731567,2.521273612976074
131,Eiche,0.08739281445741653,1.4109784364700317,0.21649926900863647,2.4526262283325195
132,Eiche,0.07191457599401474,1.351352334022522,0.22810398042201996,2.4355080127716064
133,Eiche,0.08173301070928574,1.415419578552246,0.21882285177707672,2.4944076538085938
