,art,intensity_std,intensity_mean
0,Ahorn,0.20376944541931152,2.3428359031677246
1,Ahorn,0.37137603759765625,2.420315980911255
2,Ahorn,0.2951376140117645,2.388786554336548
3,Ahorn,0.32900458574295044,2.1865618228912354
4,Buche,0.04988892376422882,0.6640524864196777
5,Buche,0.08560687303543091,0.6182752251625061
6,Buche,0.11855757981538773,0.6475604772567749
7,Buche,0.09302768856287003,0.5608938336372375
8,Eiche,0.15427044034004211,0.6593193411827087
9,Eiche,0.13577650487422943,0.6512612700462341
10,Eiche,0.09424424171447754,0.6906257271766663
11,Eiche,0.10946638137102127,0.6188183426856995
12,Fichte,0.16513016819953918,1.4684333801269531
13,Fichte,0.19295479357242584,1.591062068939209
14,Fichte,0.19138363003730774,1.6227946281433105
15,Fichte,0.1438581347465515,1.6257330179214478
16,Kiefer,0.22382491827011108,3.0276761054992676
17,Kiefer,0.30612221360206604,2.4973671436309814
18,Kiefer,0.26137039065361023,2.257024049758911
19,Kiefer,0.3346768915653229,2.223414421081543
20,Laerche,0.10286170989274979,1.5853840112686157
21,Laerche,0.1579621583223343,1.75411057472229
22,Laerche,0.16689430177211761,1.8154877424240112
23,Laerche,0.13998956978321075,1.6729434728622437
24,Eiche,0.07943294197320938,0.2937648594379425
25,Eiche,0.033010005950927734,0.3614858090877533
26,Eiche,0.038233015686273575,0.3761541545391083
27,Eiche,0.038216542452573776,0.45266851782798767
28,Eiche,0.0453629232943058,0.31486302614212036
29,Eiche,0.04368393495678902,0.29100534319877625
30,Eiche,0.03734397143125534,0.32717689871788025
31,Eiche,0.03377077728509903,0.22239439189434052
32,Eiche,0.05281379818916321,0.3218763470649719
33,Eiche,0.039052464067935944,0.22781333327293396
34,Eiche,0.046166591346263885,0.29955267906188965
35,Eiche,0.0229968149214983,0.3346151113510132
36,Eiche,0.03312475606799126,0.2598620355129242
37,Eiche,0.03788595274090767,0.3074973523616791
38,Eiche,0.06838852912187576,0.31187283992767334
39,Eiche,0.02962464839220047,0.34839484095573425
40,Eiche,0.0375668928027153,0.30112501978874207
41,Eiche,0.03345184773206711,0.37180495262145996
42,Eiche,0.03915005177259445,0.43094947934150696
43,Eiche,0.04113243520259857,0.14876975119113922
44,Eiche,0.03407765552401543,0.21692167222499847
45,Eiche,0.039258215576410294,0.29181674122810364
46,Eiche,0.048192769289016724,0.31921014189720154
47,Eiche,0.025111021474003792,0.34996548295021057
48,Eiche,0.021809017285704613,0.2805418074131012
49,Eiche,0.025402143597602844,0.34952282905578613
50,Eiche,0.04619781672954559,0.3224100172519684
51,Eiche,0.01991497538983822,0.2965050935745239
52,Eiche,0.02682090550661087,0.3156939148902893
53,Eiche,0.02813475765287876,0.31348782777786255
54,Eiche,0.021948080509901047,0.32120591402053833
55,Eiche,0.03388119116425514,0.31421658396720886
56,Eiche,0.04298032447695732,0.31194955110549927
57,Eiche,0.03123599849641323,0.3147463798522949
58,Eiche,0.025193460285663605,0.3309674561023712
59,Eiche,0.0262917373329401,0.4148910939693451
60,Eiche,0.02685355208814144,0.3199481666088104
61,Eiche,0.03209739550948143,0.3923088312149048
62,Eiche,0.030519459396600723,0.3894261121749878
63,Eiche,0.03947630524635315,0.43020516633987427
64,Eiche,0.04637445509433746,0.3193950355052948
65,Eiche,0.0428403802216053,0.31753993034362793
66,Eiche,0.03037508763372898,0.2866630554199219
67,Eiche,0.03529961407184601,0.25735363364219666
68,Eiche,0.0391894094645977,0.22608500719070435
69,Eiche,0.044730786234140396,0.30479681491851807
70,Eiche,0.030986810103058815,0.33632874488830566
71,Eiche,0.03937109559774399,0.22979611158370972
72,Eiche,0.05026281252503395,0.3035682439804077
73,Eiche,0.025428229942917824,0.3435021936893463
74,Eiche,0.05339069664478302,0.3598015308380127
75,Eiche,0.04298001527786255,0.24136501550674438
76,Eiche,0.0292119812220335,0.3491836488246918
77,Eiche,0.025719361379742622,0.2816922962665558
78,Eiche,0.0392487496137619,0.2936236262321472
79,Eiche,0.13143229484558105,0.36792489886283875
80,Eiche,0.048806384205818176,0.2860242426395416
81,Eiche,0.04180961847305298,0.2650187015533447
82,Eiche,0.03299371153116226,0.3570740222930908
83,Eiche,0.05783723667263985,0.35703179240226746
84,Eiche,0.03300053998827934,0.37750929594039917
85,Eiche,0.04649489000439644,0.2876634895801544
86,Eiche,0.023811034858226776,0.2863599956035614
87,Eiche,0.03717777505517006,0.31831687688827515
88,Eiche,0.04024861007928848,0.47937753796577454
89,Eiche,0.07490206509828568,0.5579656958580017
90,Eiche,0.05671107769012451,0.5680071711540222
91,Eiche,0.04082903265953064,0.5265481472015381
92,Eiche,0.05174301937222481,0.49043992161750793
93,Eiche,0.04810857027769089,0.5350293517112732
94,Eiche,0.031066158786416054,0.4040466248989105
95,Eiche,0.06646227091550827,0.6525936126708984
96,Eiche,0.06566251069307327,0.45070648193359375
97,Eiche,0.04366426542401314,0.4765496850013733
98,Eiche,0.050761960446834564,0.4901844263076782
99,Eiche,0.05131248012185097,0.4341040551662445
100,Eiche,0.04717344790697098,0.4181568920612335
101,Eiche,0.03769726678729057,0.42155253887176514
102,Eiche,0.04009464383125305,0.4647251069545746
103,Eiche,0.04929431900382042,0.5302656888961792
104,Laerche,0.06644654273986816,1.1830991506576538
105,Laerche,0.15108773112297058,1.3407058715820312
106,Laerche,0.10007202625274658,1.1213219165802002
107,Laerche,0.14632567763328552,1.3893630504608154
108,Laerche,0.13494184613227844,1.338927984237671
109,Laerche,0.16320189833641052,1.3960298299789429
