,art,intensity_std,intensity_mean,phase_std,phase_mean,mod_std,mod_mean
0,Ahorn,0.026728227734565735,0.32285118103027344,0.06429310888051987,1.5663411617279053,0.3705163300037384,2.8952131271362305
1,Ahorn,0.024602355435490608,0.2833205461502075,0.05609913542866707,1.5773755311965942,0.17576618492603302,2.9059667587280273
2,Ahorn,0.02572430856525898,0.2606377899646759,0.07098591327667236,1.4900641441345215,0.17555509507656097,2.8304789066314697
3,Ahorn,0.028975674882531166,0.26921939849853516,0.06603100895881653,1.468688726425171,0.174277201294899,2.793097972869873
4,Ahorn,0.03284670412540436,0.3131614923477173,0.07047401368618011,1.5226093530654907,0.1801835000514984,2.849766492843628
5,Ahorn,0.02886842004954815,0.3086051344871521,0.067551389336586,1.4752497673034668,0.3687070310115814,2.751891851425171
6,Ahorn,0.03488807752728462,0.3356524407863617,0.06571068614721298,1.53551185131073,0.3637727200984955,2.8270797729492188
7,Ahorn,0.027582714334130287,0.3177137076854706,0.059103045612573624,1.4965853691101074,0.36645403504371643,2.817805767059326
8,Ahorn,0.027597658336162567,0.2989281117916107,0.05863479897379875,1.5015500783920288,0.16799667477607727,2.84733510017395
9,Ahorn,0.03194480016827583,0.33108487725257874,0.05577733367681503,1.5207912921905518,0.36970236897468567,2.8321328163146973
10,Ahorn,0.02958155982196331,0.33136487007141113,0.05918626859784126,1.545526146888733,0.3711920380592346,2.86759614944458
11,Ahorn,0.03174953535199165,0.331057071685791,0.061609141528606415,1.5298590660095215,0.3705049157142639,2.857051134109497
12,Ahorn,0.025228435173630714,0.32777640223503113,0.058503977954387665,1.544703722000122,0.37073782086372375,2.8895411491394043
13,Ahorn,0.025103876367211342,0.336996465921402,0.050738539546728134,1.644631028175354,0.36720502376556396,2.904684066772461
14,Ahorn,0.028224950656294823,0.3725449740886688,0.05584687739610672,1.6452559232711792,0.36770448088645935,2.9023959636688232
15,Ahorn,0.046832483261823654,0.41602447628974915,0.05560379475355148,1.6416751146316528,0.3708011209964752,2.8375329971313477
16,Ahorn,0.03467986732721329,0.3867833614349365,0.05849199369549751,1.6237738132476807,0.36921918392181396,2.833817958831787
17,Ahorn,0.02480318583548069,0.2552614212036133,0.06709622591733932,1.559493899345398,0.19374427199363708,2.902841329574585
18,Ahorn,0.03262387216091156,0.2859119772911072,0.06061190366744995,1.53711998462677,0.18721510469913483,2.8826310634613037
19,Ahorn,0.02784186415374279,0.2845832407474518,0.06877356767654419,1.5331239700317383,0.37700408697128296,2.8492929935455322
20,Ahorn,0.035106807947158813,0.3033427596092224,0.0614008791744709,1.569990634918213,0.18637238442897797,2.8901865482330322
21,Ahorn,0.030344659462571144,0.26906901597976685,0.07079847157001495,1.5845301151275635,0.3779311180114746,2.9439849853515625
22,Ahorn,0.029688110575079918,0.29087722301483154,0.05714542791247368,1.5791776180267334,0.17694075405597687,2.912595272064209
23,Ahorn,0.030506331473588943,0.3015299439430237,0.06020231917500496,1.6153720617294312,0.37450310587882996,2.953233003616333
24,Ahorn,0.027882128953933716,0.23679956793785095,0.06411119550466537,1.579634189605713,0.18842796981334686,2.9372026920318604
25,Ahorn,0.02155924402177334,0.23793195188045502,0.06268371641635895,1.6047117710113525,0.18268346786499023,2.9845449924468994
26,Ahorn,0.02836218662559986,0.2396649569272995,0.07956774532794952,1.5710848569869995,0.1926339864730835,2.9301888942718506
27,Ahorn,0.022524133324623108,0.2629592716693878,0.06664478033781052,1.595951795578003,0.18167147040367126,2.9525959491729736
28,Ahorn,0.022954056039452553,0.2586526870727539,0.06354176253080368,1.621030330657959,0.18137304484844208,3.0165107250213623
29,Ahorn,0.027847060933709145,0.24070027470588684,0.06582019478082657,1.6042068004608154,0.18972700834274292,3.002669095993042
30,Ahorn,0.022657286375761032,0.24032749235630035,0.06438059359788895,1.6109490394592285,0.1944931298494339,3.0024616718292236
31,Ahorn,0.023547597229480743,0.2448771446943283,0.06743530929088593,1.6134041547775269,0.1894143521785736,3.003399610519409
32,Buche,0.03684427589178085,0.21723933517932892,0.10015881806612015,1.389693260192871,0.26635128259658813,2.6409339904785156
33,Buche,0.022176960483193398,0.12185721844434738,0.09287957847118378,1.2356841564178467,0.8084977865219116,2.680443286895752
34,Buche,0.027724115177989006,0.1337454915046692,0.08928117901086807,1.2857366800308228,0.4437686502933502,2.4804251194000244
35,Buche,0.027388814836740494,0.14692547917366028,0.09675563126802444,1.232858419418335,0.5436116456985474,2.429553508758545
36,Buche,0.030228622257709503,0.2005564272403717,0.05606234818696976,1.3832024335861206,0.414169043302536,2.5921072959899902
37,Buche,0.023433491587638855,0.15602236986160278,0.06553506851196289,1.3364657163619995,0.42274823784828186,2.6240315437316895
38,Buche,0.028055476024746895,0.1661386936903,0.08301607519388199,1.268408179283142,0.4307650923728943,2.4999499320983887
39,Buche,0.03069302812218666,0.18019193410873413,0.07490527629852295,1.3535624742507935,0.5308043956756592,2.5604474544525146
40,Buche,0.03619971126317978,0.21131856739521027,0.06708014756441116,1.383371114730835,0.24902623891830444,2.6001203060150146
41,Buche,0.029357096180319786,0.21519558131694794,0.07503346353769302,1.3719003200531006,0.40751704573631287,2.5977039337158203
42,Buche,0.03400937095284462,0.13928544521331787,0.10053299367427826,1.2548936605453491,0.6466966271400452,2.5765819549560547
43,Buche,0.029821714386343956,0.1375645101070404,0.1018141657114029,1.2080076932907104,0.9272615909576416,2.5331835746765137
44,Buche,0.03340664133429527,0.18309661746025085,0.06677724421024323,1.3259174823760986,0.42804116010665894,2.565908193588257
45,Buche,0.02257794886827469,0.13171328604221344,0.07973095774650574,1.315425992012024,0.7991948127746582,2.666156530380249
46,Buche,0.028506940230727196,0.1731383055448532,0.07768213003873825,1.3771392107009888,0.7139001488685608,2.6894357204437256
47,Buche,0.036183275282382965,0.13674816489219666,0.0918503850698471,1.2645158767700195,0.8056212663650513,2.627274990081787
48,Buche,0.022423772141337395,0.15628337860107422,0.07972428947687149,1.2596246004104614,0.6383180022239685,2.5626349449157715
49,Buche,0.019480222836136818,0.11506488174200058,0.08820272982120514,1.0929523706436157,1.0477495193481445,2.453782320022583
50,Buche,0.02171078324317932,0.13450776040554047,0.08755020797252655,1.1947349309921265,0.8083397746086121,2.543412685394287
51,Buche,0.017909154295921326,0.12297793477773666,0.076015405356884,1.2064887285232544,0.8094924688339233,2.5956554412841797
52,Buche,0.0229327455163002,0.09949013590812683,0.11356780678033829,1.2277618646621704,1.3716251850128174,2.7315900325775146
53,Buche,0.022822780534625053,0.10501359403133392,0.13702522218227386,1.1869850158691406,1.2438379526138306,2.691257953643799
54,Buche,0.025117291137576103,0.1465461403131485,0.08354836702346802,1.304961919784546,0.7273514866828918,2.7271645069122314
55,Buche,0.024879055097699165,0.16749782860279083,0.07506577670574188,1.3465981483459473,0.6336317658424377,2.741584062576294
56,Buche,0.01800120621919632,0.10992442816495895,0.0889153853058815,1.2183257341384888,0.9418018460273743,2.7035317420959473
57,Buche,0.024128586053848267,0.13169750571250916,0.10277271270751953,1.2926241159439087,0.9248068928718567,2.7275640964508057
58,Buche,0.019628049805760384,0.10810400545597076,0.09973683208227158,1.1438778638839722,1.000147819519043,2.5989205837249756
59,Buche,0.017168885096907616,0.12478675693273544,0.08453056961297989,1.2207852602005005,0.9341949820518494,2.656575918197632
60,Buche,0.023553667590022087,0.12265133112668991,0.08628331869840622,1.1804264783859253,0.8770721554756165,2.6095683574676514
61,Buche,0.025701332837343216,0.16190917789936066,0.07823807746171951,1.2946218252182007,1.5701830387115479,2.679372787475586
62,Buche,0.014369766227900982,0.10622627288103104,0.08480454236268997,1.1288127899169922,0.9473538994789124,2.5928657054901123
63,Buche,0.03586144745349884,0.14615735411643982,0.08849892020225525,1.266624927520752,0.6894333362579346,2.7038586139678955
64,Eiche,0.03295007348060608,0.41562744975090027,0.08739281445741653,1.4109784364700317,0.21649926900863647,2.4526262283325195
65,Eiche,0.038309454917907715,0.3713946044445038,0.06900837272405624,1.3866939544677734,0.216377854347229,2.5364129543304443
