,art,phase_std,phase_mean
0,Eiche,0.7569290995597839,17.847835540771484
1,Eiche,0.9596207737922668,15.112308502197266
2,Eiche,0.7330112457275391,16.5559139251709
3,Eiche,0.6838584542274475,16.603769302368164
4,Eiche,0.9907320141792297,14.419072151184082
5,Eiche,0.8891952633857727,14.77550983428955
6,Eiche,0.9266660213470459,16.103031158447266
7,Eiche,0.8831613659858704,15.995389938354492
8,Eiche,0.9706739783287048,16.5240535736084
9,Eiche,0.8971549272537231,16.96531105041504
10,Eiche,0.9674458503723145,16.29890251159668
11,Eiche,1.040510654449463,16.599504470825195
12,Eiche,1.0773098468780518,15.556747436523438
13,Eiche,1.1316492557525635,15.64822769165039
14,Eiche,1.067633032798767,15.810016632080078
15,Eiche,1.004721760749817,15.534171104431152
16,Laerche,0.596565842628479,16.127225875854492
17,Laerche,0.48500123620033264,16.359683990478516
18,Laerche,0.4726238250732422,15.961987495422363
19,Laerche,0.5036064386367798,16.3557071685791
20,Laerche,0.5067418813705444,16.466327667236328
21,Laerche,0.5209017992019653,16.299779891967773
22,Laerche,0.5025753974914551,15.7591552734375
23,Laerche,0.48658519983291626,15.860093116760254
24,Laerche,0.5419251322746277,15.863175392150879
25,Laerche,0.5385931730270386,15.77414608001709
26,Laerche,0.47594866156578064,15.939854621887207
27,Laerche,0.46371445059776306,16.169212341308594
28,Laerche,0.5462871789932251,15.917559623718262
29,Laerche,0.4676206409931183,16.20221710205078
30,Laerche,0.47788920998573303,16.281614303588867
31,Laerche,0.4691934883594513,16.38381004333496
32,Ahorn,0.5846717953681946,15.801689147949219
33,Ahorn,0.5556356906890869,15.994051933288574
34,Ahorn,0.5883195400238037,16.240381240844727
35,Ahorn,0.6131275296211243,16.084163665771484
36,Ahorn,0.5814467668533325,16.23223876953125
37,Ahorn,0.6378388404846191,16.447044372558594
38,Ahorn,0.4986264705657959,17.222379684448242
39,Ahorn,0.5484915971755981,17.228240966796875
40,Ahorn,0.5459750890731812,17.192964553833008
41,Ahorn,0.5759171843528748,17.01620864868164
42,Ahorn,0.6666135787963867,16.378826141357422
43,Ahorn,0.6849958300590515,16.11623764038086
44,Ahorn,0.6089312434196472,16.483470916748047
45,Ahorn,0.7014778256416321,16.62709617614746
46,Ahorn,0.5658695101737976,16.574907302856445
47,Ahorn,0.5943849086761475,16.933109283447266
48,Ahorn,0.5560473203659058,16.55709457397461
49,Ahorn,0.6352484822273254,16.579008102416992
50,Ahorn,0.6192690134048462,16.827533721923828
51,Ahorn,0.7895672917366028,16.49302101135254
52,Ahorn,0.6600463390350342,16.740577697753906
53,Ahorn,0.6270535588264465,16.988800048828125
54,Ahorn,0.6360366940498352,16.889116287231445
55,Ahorn,0.6659992337226868,16.913177490234375
56,Ahorn,0.5692678689956665,16.695667266845703
57,Ahorn,0.6672458648681641,16.674928665161133
58,Ahorn,0.6673814654350281,16.90896224975586
59,Ahorn,0.6920610070228577,17.02217674255371
60,Ahorn,0.6459968090057373,16.764934539794922
61,Ahorn,0.6734330058097839,17.19359588623047
62,Ahorn,0.9977202415466309,17.351537704467773
63,Ahorn,0.703896701335907,17.12901496887207
64,Ahorn,0.5496428608894348,17.094390869140625
65,Ahorn,0.5906359553337097,15.751995086669922
66,Ahorn,0.6033933758735657,16.156593322753906
67,Ahorn,0.6508349180221558,16.82233238220215
68,Ahorn,0.7655966281890869,16.82977867126465
69,Ahorn,0.6779471039772034,17.199310302734375
70,Ahorn,0.9242119789123535,17.009052276611328
71,Ahorn,0.5451098084449768,16.96596908569336
72,Ahorn,0.771117091178894,17.117488861083984
73,Ahorn,0.7972186207771301,17.131990432739258
74,Ahorn,0.7384876012802124,17.16197395324707
75,Ahorn,0.7103661894798279,15.686017990112305
76,Ahorn,0.6622441411018372,15.472172737121582
77,Ahorn,0.7020118832588196,16.011260986328125
78,Ahorn,0.6769188046455383,15.537861824035645
79,Ahorn,0.6533606648445129,16.140233993530273
80,Buche,0.6770122647285461,14.612854957580566
81,Buche,0.7801761627197266,14.49610710144043
82,Buche,1.0738366842269897,13.303323745727539
83,Buche,1.136225700378418,12.822117805480957
84,Buche,0.7020218968391418,14.030228614807129
85,Buche,1.0115505456924438,14.67418098449707
86,Buche,0.8985751867294312,13.92195987701416
87,Buche,0.8568561673164368,14.548398971557617
88,Buche,1.0136582851409912,13.402037620544434
