,art,intensity_std,intensity_mean,mod_std,mod_mean,phase_life_std,phase_life_mean,mod_life_std,mod_life_mean
104,Laerche,0.06644654273986816,1.1830991506576538,0.0076303016394376755,0.9134781956672668,0.042190827429294586,1.9374096393585205,0.11863741278648376,2.3616175651550293
105,Laerche,0.15108773112297058,1.3407058715820312,0.007735935039818287,0.9133110642433167,0.049215689301490784,1.941677451133728,0.12239528447389603,2.3642327785491943
106,Laerche,0.10007202625274658,1.1213219165802002,0.008085283450782299,0.9130725264549255,0.041302379220724106,1.9363892078399658,0.12526445090770721,2.3678112030029297
107,Laerche,0.14632567763328552,1.3893630504608154,0.0077478704042732716,0.9129144549369812,0.04539518803358078,1.9529300928115845,0.12056463956832886,2.370375394821167
108,Laerche,0.13494184613227844,1.338927984237671,0.007496533915400505,0.9136434197425842,0.04482398182153702,1.9365475177764893,0.11671192198991776,2.3590681552886963
109,Laerche,0.16320189833641052,1.3960298299789429,0.0077623408287763596,0.9122124314308167,0.04786290228366852,1.9456034898757935,0.12002870440483093,2.3813531398773193
110,Laerche,0.10816140472888947,1.263048529624939,0.0076248724944889545,0.9155336022377014,0.04290096461772919,1.9384791851043701,0.11959710717201233,2.32930326461792
111,Laerche,0.10450387001037598,1.156680941581726,0.0079871891066432,0.9142313003540039,0.0484098419547081,1.9206604957580566,0.12389132380485535,2.3496999740600586
112,Laerche,0.06729994714260101,1.1621406078338623,0.007765783462673426,0.9131514430046082,0.039334580302238464,1.9363328218460083,0.12056876718997955,2.3666889667510986
113,Laerche,0.11245740950107574,1.183944821357727,0.007993020117282867,0.9128209352493286,0.04305648431181908,1.9419751167297363,0.12398730963468552,2.3717658519744873
114,Laerche,0.09039216488599777,1.2096725702285767,0.007723785936832428,0.914141833782196,0.040468454360961914,1.928301215171814,0.12048675864934921,2.351168155670166
115,Laerche,0.1196843832731247,1.2727831602096558,0.00781600084155798,0.9136558771133423,0.04014115780591965,1.9501978158950806,0.3505556583404541,2.3590779304504395
116,Laerche,0.11796871572732925,1.3201508522033691,0.007223578169941902,0.9159647226333618,0.04368513077497482,1.9355566501617432,0.11359965056180954,2.3226466178894043
117,Laerche,0.1125817522406578,1.336555004119873,0.007411296013742685,0.9155130386352539,0.04440535604953766,1.9407323598861694,0.11607697606086731,2.329716682434082
118,Laerche,0.156838059425354,1.4028325080871582,0.007536291144788265,0.912015974521637,0.04839682951569557,1.9580832719802856,0.11589997261762619,2.3845343589782715
119,Laerche,0.14298318326473236,1.3582473993301392,0.008208593353629112,0.9120137691497803,0.04517966881394386,1.9555672407150269,0.12678639590740204,2.3842883110046387
120,Laerche,0.11705288290977478,1.2784806489944458,0.00949439499527216,0.9001694321632385,0.044565681368112564,2.033127546310425,0.14198222756385803,2.5652353763580322
121,Laerche,0.05163745582103729,0.7250173091888428,0.013354654423892498,0.9030327796936035,0.04804111272096634,1.9306904077529907,0.1985383778810501,2.5205817222595215
122,Laerche,0.04760976508259773,0.6191452145576477,0.013475973159074783,0.9256355166435242,0.057057347148656845,1.6767139434814453,0.2128240466117859,2.163541316986084
123,Laerche,0.04812884330749512,0.7422959804534912,0.01348001230508089,0.9096184968948364,0.04899134114384651,1.8352675437927246,0.20438608527183533,2.419274091720581
124,Laerche,0.05177547410130501,0.7403307557106018,0.013659276999533176,0.9116643667221069,0.05193527415394783,1.8222699165344238,0.2085181176662445,2.387315273284912
125,Laerche,0.05301136150956154,0.711427628993988,0.013466885313391685,0.904891848564148,0.05082150921225548,1.9068052768707275,0.201022207736969,2.492158889770508
126,Laerche,0.09262401610612869,0.9165909886360168,0.012081284075975418,0.8869040012359619,0.051556192338466644,2.045842170715332,0.17500144243240356,2.7614102363586426
127,Laerche,0.07279931008815765,0.9062207341194153,0.011853691190481186,0.8876216411590576,0.049032654613256454,2.0378267765045166,0.17195552587509155,2.750967025756836
128,Laerche,0.07985582947731018,0.9291552305221558,0.01183545682579279,0.8864246010780334,0.048759251832962036,2.049180507659912,0.17114295065402985,2.7685129642486572
129,Laerche,0.12565433979034424,0.9030998349189758,0.012297158129513264,0.888903021812439,0.0688314214348793,2.0447235107421875,0.17872728407382965,2.732004404067993
130,Laerche,0.06020016223192215,0.6561954617500305,0.014365028589963913,0.9116703271865845,0.05303199216723442,1.7762187719345093,0.2170289158821106,2.386910915374756
131,Laerche,0.05759381875395775,0.6741273999214172,0.014324548654258251,0.907279908657074,0.05828259885311127,1.8129922151565552,0.21441300213336945,2.4550554752349854
132,Laerche,0.05545327067375183,0.6873921751976013,0.014011362567543983,0.9088698625564575,0.050140075385570526,1.8062281608581543,0.21076352894306183,2.430633544921875
133,Laerche,0.060033585876226425,0.6638270616531372,0.014001129195094109,0.9096552729606628,0.055779363960027695,1.8071751594543457,0.21033379435539246,2.4185259342193604
134,Laerche,0.06294447183609009,0.6620264649391174,0.0142974266782403,0.9088352918624878,0.05288522690534592,1.8031344413757324,0.214486226439476,2.4310505390167236
135,Laerche,0.11184899508953094,1.2642842531204224,0.009524378925561905,0.8984465599060059,0.04787915199995041,2.048077344894409,0.14147856831550598,2.5911548137664795
136,Laerche,0.1360481232404709,1.2028752565383911,0.009334245696663857,0.899958074092865,0.06186157092452049,2.0368990898132324,0.13961297273635864,2.5684738159179688
137,Laerche,0.08886606246232986,1.1241366863250732,0.01045927219092846,0.8993348479270935,0.045025426894426346,2.028442859649658,0.15593186020851135,2.5774810314178467
138,Laerche,0.0443255640566349,0.5707868337631226,0.052272189408540726,0.9226031303405762,0.05666666477918625,1.687401533126831,2.7745518684387207,2.234638214111328
139,Laerche,0.04043328016996384,0.8053816556930542,0.013819597661495209,0.8983936309814453,0.05249868705868721,1.9285573959350586,0.20445775985717773,2.590517044067383
140,Laerche,0.08850141614675522,0.9261001348495483,0.01142938807606697,0.889277994632721,0.05412505194544792,2.0481109619140625,0.1659555584192276,2.7267932891845703
141,Laerche,0.08756071329116821,0.8593103885650635,0.012189220637083054,0.8873167634010315,0.06018048897385597,2.0397205352783203,0.17638207972049713,2.7553515434265137
142,Laerche,0.04504995048046112,0.6712421178817749,0.014117870479822159,0.9119073152542114,0.04935520887374878,1.7823299169540405,0.2138911634683609,2.383287191390991
143,Laerche,0.02884007804095745,0.5408133268356323,0.015002120286226273,0.9082903861999512,0.04952174052596092,1.8167665004730225,0.22184835374355316,2.4393808841705322
144,Laerche,0.05303974449634552,0.6559252142906189,0.014296656474471092,0.9172459244728088,0.056637734174728394,1.7275582551956177,0.21988728642463684,2.2989017963409424
145,Laerche,0.1187024787068367,1.24782395362854,0.009453913196921349,0.8985369801521301,0.048501718789339066,2.049760580062866,0.14061394333839417,2.589817762374878
146,Laerche,0.13355183601379395,1.2586840391159058,0.009367694146931171,0.8987308740615845,0.05036779120564461,2.0491912364959717,0.13959798216819763,2.5869221687316895
147,Laerche,0.1639215499162674,1.2952055931091309,0.009700204245746136,0.8971459865570068,0.06008614972233772,2.056110143661499,0.14373643696308136,2.610574245452881
148,Laerche,0.10439030826091766,1.2156529426574707,0.009449240751564503,0.9013097882270813,0.051209982484579086,2.0310635566711426,0.14149489998817444,2.548060894012451
149,Laerche,0.07571426779031754,1.104684829711914,0.009648740291595459,0.9030836224555969,0.04866349697113037,2.0123820304870605,0.14510424435138702,2.521122932434082
150,Laerche,0.08363142609596252,1.0974537134170532,0.00974227674305439,0.9027761816978455,0.04908297210931778,2.0167620182037354,0.1459999531507492,2.5257787704467773
151,Laerche,0.0950639471411705,1.1594871282577515,0.009700658731162548,0.9011127352714539,0.05058557540178299,2.0325422286987305,0.14528977870941162,2.550940752029419
152,Laerche,0.08917791396379471,1.1309961080551147,0.009813551791012287,0.9016430377960205,0.049539726227521896,2.0274453163146973,0.14682729542255402,2.5429086685180664
153,Laerche,0.0960710197687149,1.0480772256851196,0.010286403819918633,0.8998069763183594,0.048283882439136505,2.038879156112671,0.15351678431034088,2.5704452991485596
154,Laerche,0.12684321403503418,1.099182367324829,0.010507470928132534,0.8986895084381104,0.05977969244122505,2.0263912677764893,0.1563633531332016,2.5871758460998535
155,Laerche,0.10237012058496475,1.1386559009552002,0.010159010998904705,0.8999997973442078,0.04721357673406601,2.037665367126465,0.15163183212280273,2.567580461502075
156,Laerche,0.05379099398851395,0.5306310057640076,0.01431960891932249,0.9216397404670715,0.06843384355306625,1.6904683113098145,0.21962860226631165,2.2286267280578613
157,Laerche,0.05412372574210167,0.5057995319366455,0.014903467148542404,0.9239770174026489,0.060514628887176514,1.664684772491455,0.23009036481380463,2.1901051998138428
158,Laerche,0.04225102812051773,0.731148898601532,0.013294786214828491,0.9034683704376221,0.04677962139248848,1.9283206462860107,0.19822996854782104,2.5139429569244385
159,Laerche,0.045251451432704926,0.4420663118362427,0.015379369258880615,0.9226398468017578,0.05586215853691101,1.6503210067749023,0.23310640454292297,2.2120096683502197
160,Laerche,0.04137737303972244,0.5524563789367676,0.0143599733710289,0.9107133150100708,0.04799249395728111,1.804871678352356,0.21472620964050293,2.402022361755371
161,Laerche,0.050907667726278305,0.6012958884239197,0.01393724326044321,0.9062880277633667,0.04760881885886192,1.8731318712234497,0.20734229683876038,2.470602512359619
162,Laerche,0.04827786237001419,0.6021813750267029,0.014014395885169506,0.9052910208702087,0.051103077828884125,1.8805742263793945,0.20751513540744781,2.4858875274658203
163,Laerche,0.04187450185418129,0.5947859883308411,0.01438533142209053,0.9046571254730225,0.05043565481901169,1.859184741973877,0.21248459815979004,2.4954354763031006
164,Laerche,0.07396403700113297,0.6555240750312805,0.014731704257428646,0.9004055261611938,0.06042991578578949,1.9106154441833496,0.2158193290233612,2.559976577758789
165,Laerche,0.14000128209590912,1.2939133644104004,0.00928321573883295,0.8995554447174072,0.049836333841085434,2.0404040813446045,0.13848958909511566,2.574559211730957
166,Laerche,0.06593568623065948,0.885964035987854,0.011661299504339695,0.8925911784172058,0.05109386891126633,1.9907805919647217,0.1698140949010849,2.677839517593384
167,Laerche,0.051755137741565704,0.7903940677642822,0.011860279366374016,0.8955734968185425,0.05348825827240944,1.973268985748291,0.17355111241340637,2.6334609985351562
168,Laerche,0.09900068491697311,0.7727422118186951,0.012566366232931614,0.8854989409446716,0.06446674466133118,2.0519847869873047,0.1798681765794754,2.7819297313690186
169,Laerche,0.06285648792982101,0.7478726506233215,0.01246466301381588,0.8922548294067383,0.055436186492443085,1.979461669921875,0.18119090795516968,2.6825790405273438
170,Laerche,0.06317735463380814,0.8358839750289917,0.012094405479729176,0.8921949863433838,0.04880794882774353,1.9925493001937866,0.17618823051452637,2.68355655670166
171,Laerche,0.06240440532565117,0.875334620475769,0.011865359731018543,0.8909376263618469,0.045957181602716446,2.005248546600342,0.17282165586948395,2.7021961212158203
172,Laerche,0.06494066119194031,0.8832438588142395,0.011719687841832638,0.8910685181617737,0.04467121139168739,2.014662504196167,0.1707376092672348,2.700300693511963
173,Laerche,0.052396323531866074,0.8391112685203552,0.01185547560453415,0.8914525508880615,0.04847882688045502,2.002636432647705,0.17243055999279022,2.694617986679077
174,Laerche,0.07667188346385956,0.7419335842132568,0.012785868719220161,0.8939345479011536,0.0727318525314331,1.97641921043396,0.18657496571540833,2.657517433166504
175,Laerche,0.07290856540203094,0.8052272796630859,0.012173216789960861,0.8919603824615479,0.05273011699318886,1.9809682369232178,0.1769385039806366,2.687030076980591
