,art,intensity_std,intensity_mean
166,Eiche,0.01068031694740057,0.05925336480140686
167,Eiche,0.015044072642922401,0.06844128668308258
168,Eiche,0.012002353556454182,0.06368909031152725
169,Eiche,0.00904286839067936,0.06474364548921585
170,Eiche,0.01379124540835619,0.09182120859622955
171,Eiche,0.010662307031452656,0.08637849986553192
172,Eiche,0.011603978462517262,0.06321454048156738
173,Eiche,0.011264435015618801,0.06358485668897629
174,Eiche,0.014388246461749077,0.06449447572231293
175,Eiche,0.015491724014282227,0.06370728462934494
176,Fichte,0.028530215844511986,0.11810111999511719
177,Fichte,0.013261538930237293,0.1374012529850006
178,Fichte,0.015699345618486404,0.12070305645465851
179,Fichte,0.017684632912278175,0.11272284388542175
180,Fichte,0.01870133727788925,0.13345076143741608
181,Fichte,0.016061697155237198,0.13329187035560608
182,Fichte,0.014032389968633652,0.13561442494392395
183,Fichte,0.016904814168810844,0.16125598549842834
184,Fichte,0.017185403034090996,0.12267886102199554
185,Fichte,0.014217616058886051,0.13298575580120087
186,Fichte,0.016154615208506584,0.1306651532649994
187,Fichte,0.01501593180000782,0.1388476938009262
188,Fichte,0.015248415060341358,0.13898517191410065
189,Fichte,0.01509021781384945,0.12336428463459015
190,Fichte,0.0188149381428957,0.08300959318876266
191,Fichte,0.01833491399884224,0.11458126455545425
192,Fichte,0.01296674832701683,0.10220124572515488
193,Fichte,0.01200301293283701,0.10000502318143845
194,Fichte,0.016358865424990654,0.11289869993925095
195,Fichte,0.02422340214252472,0.12044975161552429
196,Fichte,0.016520878300070763,0.1124034896492958
197,Fichte,0.017424428835511208,0.11241717636585236
198,Fichte,0.015296313911676407,0.14175350964069366
199,Fichte,0.015385875478386879,0.12431228905916214
200,Fichte,0.015043533407151699,0.10006830096244812
201,Fichte,0.01508266106247902,0.1480698436498642
202,Fichte,0.014445311389863491,0.12810520827770233
203,Fichte,0.012690591625869274,0.12572522461414337
204,Fichte,0.01333083026111126,0.10703984647989273
205,Fichte,0.02019108645617962,0.10106753557920456
206,Fichte,0.013117760419845581,0.10272961854934692
207,Fichte,0.013303156942129135,0.09927837550640106
208,Fichte,0.013179379515349865,0.09554187208414078
209,Fichte,0.011869163252413273,0.10619603097438812
210,Fichte,0.01493240986019373,0.11943156272172928
211,Fichte,0.013026516884565353,0.11600017547607422
212,Fichte,0.011871417053043842,0.0897371843457222
213,Fichte,0.01522549893707037,0.12027283757925034
214,Fichte,0.017941785976290703,0.11438645422458649
215,Fichte,0.01847803220152855,0.1258452981710434
216,Fichte,0.01674361526966095,0.10649003088474274
217,Fichte,0.014072145335376263,0.12240824103355408
218,Fichte,0.017372295260429382,0.11398061364889145
219,Fichte,0.019376689568161964,0.1166641041636467
220,Fichte,0.01784677989780903,0.11959487944841385
221,Fichte,0.017910441383719444,0.1148609071969986
222,Fichte,0.018640968948602676,0.10919322818517685
223,Fichte,0.015549770556390285,0.1151207983493805
224,Kiefer,0.030679922550916672,0.10422159731388092
225,Kiefer,0.023717928677797318,0.09281129390001297
226,Kiefer,0.020165132358670235,0.09459534287452698
227,Kiefer,0.023518390953540802,0.08660326898097992
228,Kiefer,0.019074436277151108,0.0965651348233223
229,Kiefer,0.01760152541100979,0.09423588961362839
230,Kiefer,0.01848038099706173,0.07578234374523163
231,Kiefer,0.018310116603970528,0.10963362455368042
232,Kiefer,0.015039462596178055,0.1093965694308281
233,Kiefer,0.015012123622000217,0.10311140865087509
234,Kiefer,0.017926771193742752,0.10686030238866806
235,Kiefer,0.018902288749814034,0.1037127748131752
236,Kiefer,0.015469317324459553,0.10323324799537659
237,Kiefer,0.017724227160215378,0.10230676084756851
238,Kiefer,0.01574661210179329,0.10237208753824234
239,Kiefer,0.015720022842288017,0.1036287397146225
240,Kiefer,0.01600669138133526,0.09817466139793396
241,Kiefer,0.01733591966331005,0.09334373474121094
242,Kiefer,0.014694718644022942,0.08941526710987091
243,Kiefer,0.012073060497641563,0.09697679430246353
244,Kiefer,0.0165118295699358,0.10991566628217697
245,Kiefer,0.01069391518831253,0.0843999981880188
246,Kiefer,0.023052219301462173,0.09053251892328262
247,Kiefer,0.013873671181499958,0.07983064651489258
248,Kiefer,0.010382119566202164,0.07838387042284012
249,Kiefer,0.01256648451089859,0.07672031223773956
250,Kiefer,0.010965610854327679,0.07156150788068771
251,Kiefer,0.01469493843615055,0.08831148594617844
252,Kiefer,0.010442649014294147,0.07264063507318497
253,Kiefer,0.012055524624884129,0.09339844435453415
254,Kiefer,0.014433530159294605,0.10419721901416779
255,Kiefer,0.01009342446923256,0.07727577537298203
256,Kiefer,0.009636628441512585,0.07329916954040527
257,Kiefer,0.010701324790716171,0.0762387290596962
258,Kiefer,0.010436532087624073,0.07594306766986847
259,Kiefer,0.011603525839745998,0.07711467146873474
260,Kiefer,0.01094425655901432,0.07377452403306961
261,Kiefer,0.011407474055886269,0.07661479711532593
262,Kiefer,0.021729225292801857,0.07401300966739655
263,Kiefer,0.01082667987793684,0.07773996889591217
264,Kiefer,0.027346381917595863,0.09151891618967056
265,Kiefer,0.020850548520684242,0.08776961266994476
266,Kiefer,0.025406155735254288,0.08600325882434845
267,Kiefer,0.019855240359902382,0.07311500608921051
268,Kiefer,0.020356645807623863,0.08134941011667252
269,Kiefer,0.029596494510769844,0.0979246273636818
270,Kiefer,0.01688174344599247,0.08663059026002884
271,Kiefer,0.01834101788699627,0.08835846930742264
272,Laerche,0.015870165079832077,0.07546456158161163
273,Laerche,0.020329054445028305,0.09044468402862549
274,Laerche,0.015627939254045486,0.058696940541267395
275,Laerche,0.014144906774163246,0.08509045839309692
276,Laerche,0.011689981445670128,0.0652850791811943
277,Laerche,0.011545366607606411,0.05697133019566536
278,Laerche,0.010398644022643566,0.05210403352975845
279,Laerche,0.010343127883970737,0.04982762411236763
280,Laerche,0.009316274896264076,0.04809786379337311
281,Laerche,0.009343917481601238,0.042241282761096954
282,Laerche,0.011862521059811115,0.06040601432323456
283,Laerche,0.013838757760822773,0.05942391976714134
284,Laerche,0.01444946974515915,0.07037857174873352
285,Laerche,0.01425029244273901,0.06568446010351181
286,Laerche,0.013899188488721848,0.05795837938785553
287,Laerche,0.015684816986322403,0.06606530398130417
288,Laerche,0.014876557514071465,0.06726503372192383
289,Laerche,0.01618245244026184,0.088023342192173
290,Laerche,0.012095003388822079,0.05401081591844559
291,Laerche,0.00915694423019886,0.051537685096263885
292,Laerche,0.014870565384626389,0.0780327245593071
293,Laerche,0.014349386096000671,0.06311650574207306
294,Laerche,0.0106680728495121,0.048681579530239105
295,Laerche,0.009406382218003273,0.05014616623520851
296,Laerche,0.008067202754318714,0.0585329644382
297,Laerche,0.01011684536933899,0.05975555256009102
298,Laerche,0.009153557009994984,0.061618413776159286
299,Laerche,0.013324730098247528,0.07449665665626526
300,Laerche,0.012077776715159416,0.05129765719175339
301,Laerche,0.008717184886336327,0.06255468726158142
302,Laerche,0.009792325086891651,0.055829256772994995
303,Laerche,0.010241582058370113,0.059391677379608154
304,Laerche,0.014220329001545906,0.06493955105543137
305,Laerche,0.013788051903247833,0.06839555501937866
306,Laerche,0.010779627598822117,0.057442694902420044
307,Laerche,0.011466363444924355,0.06616580486297607
308,Laerche,0.011375779286026955,0.074528269469738
309,Laerche,0.01393674686551094,0.06805556267499924
310,Laerche,0.013490723446011543,0.06784217059612274
311,Laerche,0.01085507683455944,0.05661536753177643
312,Laerche,0.012478726916015148,0.0706663727760315
313,Laerche,0.013212657533586025,0.059776876121759415
314,Laerche,0.012846332974731922,0.07130428403615952
315,Laerche,0.012574482709169388,0.077516108751297
316,Laerche,0.01275488082319498,0.0787949338555336
317,Laerche,0.011571088805794716,0.050679296255111694
318,Laerche,0.014752193354070187,0.0672362819314003
319,Laerche,0.017915038391947746,0.08783789724111557
