,art,intensity_std,intensity_mean,phase_std,phase_mean,phase_life_std,phase_life_mean,mod_life_std,mod_life_mean
0,Eiche,0.020776906982064247,0.18817821145057678,0.7569290995597839,17.847835540771484,0.06811709702014923,1.7085169553756714,0.7089481949806213,3.096374034881592
1,Eiche,0.010135181248188019,0.12961241602897644,0.9596207737922668,15.112308502197266,0.0767701119184494,1.4331433773040771,1.139570713043213,2.8166704177856445
2,Eiche,0.018568765372037888,0.18347829580307007,0.7330112457275391,16.5559139251709,0.06681615114212036,1.577379822731018,0.6301531195640564,2.744199752807617
3,Eiche,0.019595427438616753,0.19792304933071136,0.6838584542274475,16.603769302368164,0.061468321830034256,1.5821682214736938,0.6258520483970642,2.757280111312866
4,Eiche,0.010640374384820461,0.12435413151979446,0.9907320141792297,14.419072151184082,0.07185215502977371,1.364518404006958,1.3189964294433594,2.7251758575439453
5,Eiche,0.015783455222845078,0.14026087522506714,0.8891952633857727,14.77550983428955,0.073440782725811,1.3996551036834717,0.9873165488243103,2.6916110515594482
6,Eiche,0.013272051699459553,0.1376451551914215,0.9266660213470459,16.103031158447266,0.07736983150243759,1.5320221185684204,1.034866452217102,2.8790390491485596
7,Eiche,0.01791021041572094,0.14320777356624603,0.8831613659858704,15.995389938354492,0.06678799539804459,1.5211917161941528,1.1340131759643555,2.9400928020477295
8,Eiche,0.013866527937352657,0.13016360998153687,0.9706739783287048,16.5240535736084,0.07810141891241074,1.5744000673294067,1.1366955041885376,2.9860267639160156
9,Eiche,0.022375715896487236,0.15604349970817566,0.8971549272537231,16.96531105041504,0.07981393486261368,1.6188850402832031,0.8568942546844482,3.0061402320861816
10,Eiche,0.014273027889430523,0.15163221955299377,0.9674458503723145,16.29890251159668,0.08890551328659058,1.5517228841781616,0.7948463559150696,2.945078134536743
11,Eiche,0.013653028756380081,0.13107900321483612,1.040510654449463,16.599504470825195,0.08672986179590225,1.5820759534835815,1.136049509048462,2.966836929321289
