,art,intensity_std,intensity_mean,mod_std,mod_mean
0,Eiche,0.020776906982064247,0.18817821145057678,0.7089481949806213,3.096374034881592
1,Eiche,0.010135181248188019,0.12961241602897644,1.139570713043213,2.8166704177856445
2,Eiche,0.018568765372037888,0.18347829580307007,0.6301531195640564,2.744199752807617
3,Eiche,0.019595427438616753,0.19792304933071136,0.6258520483970642,2.757280111312866
4,Eiche,0.010640374384820461,0.12435413151979446,1.3189964294433594,2.7251758575439453
5,Eiche,0.015783455222845078,0.14026087522506714,0.9873165488243103,2.6916110515594482
6,Eiche,0.013272051699459553,0.1376451551914215,1.034866452217102,2.8790390491485596
7,Eiche,0.01791021041572094,0.14320777356624603,1.1340131759643555,2.9400928020477295
8,Eiche,0.013866527937352657,0.13016360998153687,1.1366955041885376,2.9860267639160156
9,Eiche,0.022375715896487236,0.15604349970817566,0.8568942546844482,3.0061402320861816
10,Eiche,0.014273027889430523,0.15163221955299377,0.7948463559150696,2.945078134536743
11,Eiche,0.013653028756380081,0.13107900321483612,1.136049509048462,2.966836929321289
12,Eiche,0.012930340133607388,0.12508586049079895,1.1868772506713867,2.8465676307678223
13,Eiche,0.01284711342304945,0.12564586102962494,1.231464147567749,2.9218738079071045
14,Eiche,0.012142976745963097,0.13827045261859894,1.1829992532730103,2.880861282348633
15,Eiche,0.012881269678473473,0.1425321102142334,1.0377432107925415,2.8651437759399414
16,Laerche,0.03645722568035126,0.32414597272872925,0.1918332874774933,2.728074789047241
17,Laerche,0.034438177943229675,0.33303216099739075,0.19474154710769653,2.800981283187866
18,Laerche,0.025023657828569412,0.30672672390937805,0.19954699277877808,2.7119438648223877
19,Laerche,0.0333908312022686,0.3237486481666565,0.1973465085029602,2.8015401363372803
20,Laerche,0.03277302160859108,0.33083391189575195,0.19738318026065826,2.8210833072662354
21,Laerche,0.029433000832796097,0.32311463356018066,0.3841366469860077,2.805258274078369
22,Laerche,0.01983817294239998,0.28005051612854004,0.38572871685028076,2.699544906616211
23,Laerche,0.030499562621116638,0.3268662393093109,0.19490307569503784,2.7336552143096924
24,Laerche,0.035405077040195465,0.3206508755683899,0.3835066258907318,2.7650740146636963
25,Laerche,0.036897141486406326,0.3139420747756958,0.3858143389225006,2.7525148391723633
26,Laerche,0.030162734910845757,0.33073318004608154,0.19476939737796783,2.7465438842773438
27,Laerche,0.02445063367486,0.3065929412841797,0.1980569213628769,2.736969470977783
28,Laerche,0.02544797584414482,0.27655622363090515,0.38668617606163025,2.6973578929901123
29,Laerche,0.02551938034594059,0.3150983452796936,0.19598443806171417,2.7416224479675293
30,Laerche,0.02480318211019039,0.31826338171958923,0.19557824730873108,2.7551517486572266
31,Laerche,0.024660790339112282,0.3164779245853424,0.19539637863636017,2.7689268589019775
32,Ahorn,0.027597658336162567,0.2989281117916107,0.16799667477607727,2.84733510017395
33,Ahorn,0.03194480016827583,0.33108487725257874,0.36970236897468567,2.8321328163146973
34,Ahorn,0.02958155982196331,0.33136487007141113,0.3711920380592346,2.86759614944458
35,Ahorn,0.03174953535199165,0.331057071685791,0.3705049157142639,2.857051134109497
36,Ahorn,0.025228435173630714,0.32777640223503113,0.37073782086372375,2.8895411491394043
37,Ahorn,0.026728227734565735,0.32285118103027344,0.3705163300037384,2.8952131271362305
38,Ahorn,0.025103876367211342,0.336996465921402,0.36720502376556396,2.904684066772461
39,Ahorn,0.028224950656294823,0.3725449740886688,0.36770448088645935,2.9023959636688232
40,Ahorn,0.046832483261823654,0.41602447628974915,0.3708011209964752,2.8375329971313477
41,Ahorn,0.03467986732721329,0.3867833614349365,0.36921918392181396,2.833817958831787
42,Ahorn,0.02480318583548069,0.2552614212036133,0.19374427199363708,2.902841329574585
43,Ahorn,0.02784186415374279,0.2845832407474518,0.37700408697128296,2.8492929935455322
44,Ahorn,0.035106807947158813,0.3033427596092224,0.18637238442897797,2.8901865482330322
45,Ahorn,0.030344659462571144,0.26906901597976685,0.3779311180114746,2.9439849853515625
46,Ahorn,0.029688110575079918,0.29087722301483154,0.17694075405597687,2.912595272064209
47,Ahorn,0.030506331473588943,0.3015299439430237,0.37450310587882996,2.953233003616333
48,Ahorn,0.024602355435490608,0.2833205461502075,0.17576618492603302,2.9059667587280273
49,Ahorn,0.027882128953933716,0.23679956793785095,0.18842796981334686,2.9372026920318604
50,Ahorn,0.02155924402177334,0.23793195188045502,0.18268346786499023,2.9845449924468994
51,Ahorn,0.02836218662559986,0.2396649569272995,0.1926339864730835,2.9301888942718506
52,Ahorn,0.022524133324623108,0.2629592716693878,0.18167147040367126,2.9525959491729736
53,Ahorn,0.022954056039452553,0.2586526870727539,0.18137304484844208,3.0165107250213623
54,Ahorn,0.022657286375761032,0.24032749235630035,0.1944931298494339,3.0024616718292236
55,Ahorn,0.023547597229480743,0.2448771446943283,0.1894143521785736,3.003399610519409
56,Ahorn,0.02800747938454151,0.26915639638900757,0.18160977959632874,2.882855176925659
57,Ahorn,0.029193773865699768,0.23168373107910156,0.18964356184005737,2.9610519409179688
58,Ahorn,0.02153649367392063,0.22527970373630524,0.19167684018611908,3.001570224761963
59,Ahorn,0.027231935411691666,0.24539794027805328,0.1903267800807953,2.995680332183838
60,Ahorn,0.035364780575037,0.28115445375442505,0.3780396282672882,2.898836135864258
61,Ahorn,0.026370426639914513,0.25037816166877747,0.19084101915359497,3.0445199012756348
62,Ahorn,0.032313812524080276,0.25706052780151367,0.20459456741809845,3.056663751602173
63,Ahorn,0.019002584740519524,0.23456016182899475,0.37573716044425964,3.0280601978302
64,Ahorn,0.02619459480047226,0.2793271839618683,0.1834552139043808,2.938993215560913
65,Ahorn,0.027582714334130287,0.3177137076854706,0.36645403504371643,2.817805767059326
66,Ahorn,0.03262387216091156,0.2859119772911072,0.18721510469913483,2.8826310634613037
67,Ahorn,0.027847060933709145,0.24070027470588684,0.18972700834274292,3.002669095993042
68,Ahorn,0.02560959756374359,0.22825078666210175,0.20175319910049438,3.001096487045288
69,Ahorn,0.026422422379255295,0.22244253754615784,0.2010146528482437,3.0685126781463623
70,Ahorn,0.0228874571621418,0.2301028072834015,0.20621174573898315,3.015994071960449
71,Ahorn,0.02832455188035965,0.28058046102523804,0.18548832833766937,2.9161291122436523
72,Ahorn,0.029070217162370682,0.2094363570213318,0.38851600885391235,3.055271625518799
73,Ahorn,0.029822802171111107,0.20825634896755219,0.2046259194612503,3.0502164363861084
74,Ahorn,0.022344190627336502,0.2079709768295288,0.20291125774383545,3.0644166469573975
75,Ahorn,0.02572430856525898,0.2606377899646759,0.17555509507656097,2.8304789066314697
76,Ahorn,0.028975674882531166,0.26921939849853516,0.174277201294899,2.793097972869873
77,Ahorn,0.03284670412540436,0.3131614923477173,0.1801835000514984,2.849766492843628
78,Ahorn,0.02886842004954815,0.3086051344871521,0.3687070310115814,2.751891851425171
79,Ahorn,0.03488807752728462,0.3356524407863617,0.3637727200984955,2.8270797729492188
80,Buche,0.03619971126317978,0.21131856739521027,0.24902623891830444,2.6001203060150146
81,Buche,0.029357096180319786,0.21519558131694794,0.40751704573631287,2.5977039337158203
82,Buche,0.03400937095284462,0.13928544521331787,0.6466966271400452,2.5765819549560547
83,Buche,0.029821714386343956,0.1375645101070404,0.9272615909576416,2.5331835746765137
84,Buche,0.03340664133429527,0.18309661746025085,0.42804116010665894,2.565908193588257
85,Buche,0.03684427589178085,0.21723933517932892,0.26635128259658813,2.6409339904785156
86,Buche,0.02257794886827469,0.13171328604221344,0.7991948127746582,2.666156530380249
87,Buche,0.028506940230727196,0.1731383055448532,0.7139001488685608,2.6894357204437256
88,Buche,0.036183275282382965,0.13674816489219666,0.8056212663650513,2.627274990081787
89,Buche,0.022423772141337395,0.15628337860107422,0.6383180022239685,2.5626349449157715
90,Buche,0.019480222836136818,0.11506488174200058,1.0477495193481445,2.453782320022583
91,Buche,0.017909154295921326,0.12297793477773666,0.8094924688339233,2.5956554412841797
92,Buche,0.0229327455163002,0.09949013590812683,1.3716251850128174,2.7315900325775146
93,Buche,0.022822780534625053,0.10501359403133392,1.2438379526138306,2.691257953643799
94,Buche,0.025117291137576103,0.1465461403131485,0.7273514866828918,2.7271645069122314
95,Buche,0.024879055097699165,0.16749782860279083,0.6336317658424377,2.741584062576294
