,art,intensity_std,intensity_mean,phase_std,phase_mean,phase_life_std,phase_life_mean,mod_life_std,mod_life_mean
16,Kiefer,0.22382491827011108,3.0276761054992676,0.5615745186805725,19.168895721435547,0.05841372534632683,1.8444253206253052,0.1685618907213211,2.250190019607544
17,Kiefer,0.30612221360206604,2.4973671436309814,0.6946953535079956,20.180234909057617,0.07301456481218338,1.9501674175262451,0.12919770181179047,2.418165683746338
18,Kiefer,0.26137039065361023,2.257024049758911,0.8301876187324524,18.690818786621094,0.0859554260969162,1.7951761484146118,0.15039193630218506,2.243948221206665
19,Kiefer,0.3346768915653229,2.223414421081543,0.7736720442771912,20.210002899169922,0.08163808286190033,1.953381061553955,0.15379363298416138,2.4773266315460205
20,Laerche,0.10286170989274979,1.5853840112686157,0.45056459307670593,16.714149475097656,0.04545976221561432,1.593160629272461,0.15422828495502472,1.7768887281417847
21,Laerche,0.1579621583223343,1.75411057472229,0.5486366152763367,16.404930114746094,0.05512087419629097,1.5620453357696533,0.15563708543777466,1.7550956010818481
22,Laerche,0.16689430177211761,1.8154877424240112,0.4152221083641052,16.778907775878906,0.041911039501428604,1.5996832847595215,0.1507996916770935,1.783617615699768
23,Laerche,0.13998956978321075,1.6729434728622437,0.365389347076416,15.811643600463867,0.03655143827199936,1.5024402141571045,0.16416598856449127,1.6675931215286255
24,Eiche,0.07943294197320938,0.2937648594379425,2.1831204891204834,14.983160972595215,0.21055996417999268,1.4218285083770752,0.7316437363624573,2.2251639366149902
25,Eiche,0.033010005950927734,0.3614858090877533,0.8704109191894531,16.478422164916992,0.0879553034901619,1.5696874856948853,0.3045039474964142,2.3484086990356445
26,Eiche,0.038233015686273575,0.3761541545391083,1.0490963459014893,16.219196319580078,0.10572181642055511,1.5437895059585571,0.3099667429924011,2.272535800933838
27,Eiche,0.038216542452573776,0.45266851782798767,0.713863730430603,17.003334045410156,0.07305438816547394,1.6225768327713013,0.3327123820781708,2.344965934753418
28,Eiche,0.0453629232943058,0.31486302614212036,1.0151201486587524,15.323206901550293,0.09685684740543365,1.4541409015655518,0.6499335169792175,2.2493765354156494
29,Eiche,0.04368393495678902,0.29100534319877625,0.9835392236709595,14.18387508392334,0.09258637577295303,1.3412576913833618,0.6351718306541443,1.7566629648208618
30,Eiche,0.03734397143125534,0.32717689871788025,0.6804094314575195,14.465245246887207,0.06372040510177612,1.368799090385437,0.5501517057418823,1.7765713930130005
31,Eiche,0.03377077728509903,0.22239439189434052,0.8746658563613892,12.85786247253418,0.07937698066234589,1.2112691402435303,0.7296888828277588,1.6891546249389648
32,Eiche,0.05281379818916321,0.3218763470649719,0.7452192306518555,14.856088638305664,0.07053496688604355,1.4075114727020264,0.5544915199279785,1.855595588684082
33,Eiche,0.039052464067935944,0.22781333327293396,0.7900136709213257,13.514766693115234,0.0704006627202034,1.2753868103027344,0.722027063369751,1.7509874105453491
34,Eiche,0.046166591346263885,0.29955267906188965,0.7101315855979919,17.809303283691406,0.06881365180015564,1.7045490741729736,0.5272831916809082,2.399515151977539
35,Eiche,0.0229968149214983,0.3346151113510132,0.6335664987564087,18.042381286621094,0.06528680771589279,1.728331208229065,0.2461576610803604,2.3968448638916016
36,Eiche,0.03312475606799126,0.2598620355129242,0.7531394362449646,17.38359260559082,0.07061474025249481,1.6611937284469604,0.6223152875900269,2.375194787979126
37,Eiche,0.03788595274090767,0.3074973523616791,0.972435474395752,18.61892318725586,0.10065574198961258,1.787917137145996,0.2690400779247284,2.5233101844787598
38,Eiche,0.06838852912187576,0.31187283992767334,0.7409631013870239,17.741491317749023,0.07374196499586105,1.6976453065872192,0.4170563519001007,2.3869051933288574
39,Eiche,0.02962464839220047,0.34839484095573425,0.6979912519454956,15.94962215423584,0.07026810199022293,1.5164333581924438,0.3060125708580017,2.2576770782470703
40,Eiche,0.0375668928027153,0.30112501978874207,1.07225501537323,15.779675483703613,0.10604768991470337,1.4997502565383911,0.45169371366500854,2.3157637119293213
41,Eiche,0.03345184773206711,0.37180495262145996,0.7866176962852478,16.781740188598633,0.07981670647859573,1.600213646888733,0.2927880883216858,2.3994266986846924
42,Eiche,0.03915005177259445,0.43094947934150696,0.7363777160644531,17.09062385559082,0.07526388764381409,1.6314365863800049,0.32912203669548035,2.3631622791290283
43,Eiche,0.04113243520259857,0.14876975119113922,1.9470157623291016,11.578214645385742,0.1724492311477661,1.0882965326309204,1.5337857007980347,1.50584876537323
44,Eiche,0.03407765552401543,0.21692167222499847,1.0153307914733887,12.780084609985352,0.08484919369220734,1.2038832902908325,0.987115740776062,1.6727668046951294
45,Eiche,0.039258215576410294,0.29181674122810364,1.0082257986068726,18.17303466796875,0.10094393789768219,1.7420907020568848,0.5277694463729858,2.471876382827759
46,Eiche,0.048192769289016724,0.31921014189720154,0.8685682415962219,18.736303329467773,0.08622217923402786,1.799907922744751,0.528514564037323,2.5193958282470703
47,Eiche,0.025111021474003792,0.34996548295021057,0.6458911299705505,16.527400970458984,0.06545881181955338,1.5744441747665405,0.30130934715270996,2.343186378479004
48,Eiche,0.021809017285704613,0.2805418074131012,0.6544628739356995,15.009292602539062,0.06100832670927048,1.4226524829864502,0.5620573163032532,2.2124922275543213
49,Eiche,0.025402143597602844,0.34952282905578613,0.7940029501914978,16.55200958251953,0.08038188517093658,1.5770370960235596,0.28910377621650696,2.3568825721740723
50,Eiche,0.04619781672954559,0.3224100172519684,0.9725205302238464,15.73928451538086,0.09590111672878265,1.495609998703003,0.4336256980895996,2.237637519836426
51,Eiche,0.01991497538983822,0.2965050935745239,0.682417094707489,15.448701858520508,0.062407951802015305,1.4663828611373901,0.6498662829399109,2.2531538009643555
52,Eiche,0.02682090550661087,0.3156939148902893,0.758996307849884,15.675965309143066,0.07608019560575485,1.4890998601913452,0.305278480052948,2.25974178314209
53,Eiche,0.02813475765287876,0.31348782777786255,0.7916181087493896,15.896796226501465,0.07951377332210541,1.5112115144729614,0.3037593364715576,2.2954070568084717
54,Eiche,0.021948080509901047,0.32120591402053833,0.5987019538879395,16.15561866760254,0.06044772267341614,1.537024736404419,0.30470871925354004,2.3284733295440674
55,Eiche,0.03388119116425514,0.31421658396720886,0.6432659029960632,15.90828800201416,0.06057169288396835,1.5122661590576172,0.5589399933815002,2.2936573028564453
56,Eiche,0.04298032447695732,0.31194955110549927,1.1232242584228516,15.911383628845215,0.10961183160543442,1.5129772424697876,0.5610030889511108,2.3121771812438965
57,Eiche,0.03123599849641323,0.3147463798522949,0.7358956336975098,15.468714714050293,0.07002465426921844,1.4684078693389893,0.5581865310668945,2.2596724033355713
58,Eiche,0.025193460285663605,0.3309674561023712,0.617076575756073,16.365419387817383,0.06242038682103157,1.5581172704696655,0.30110934376716614,2.3509302139282227
59,Eiche,0.0262917373329401,0.4148910939693451,0.8150482773780823,16.761444091796875,0.08282491564750671,1.5981910228729248,0.3127143383026123,2.308168411254883
60,Eiche,0.02685355208814144,0.3199481666088104,0.6987837553024292,16.024879455566406,0.06453889608383179,1.5239894390106201,0.6449261903762817,2.318584680557251
61,Eiche,0.03209739550948143,0.3923088312149048,0.6391967535018921,16.68208885192871,0.06500870734453201,1.5900415182113647,0.30969518423080444,2.3234686851501465
62,Eiche,0.030519459396600723,0.3894261121749878,0.7030380964279175,16.41867446899414,0.07132000476121902,1.563538670539856,0.3076171576976776,2.2857842445373535
63,Eiche,0.03947630524635315,0.43020516633987427,0.8366745710372925,16.907697677612305,0.08512324094772339,1.612995982170105,0.3257913589477539,2.337407112121582
64,Eiche,0.04637445509433746,0.3193950355052948,0.940700352191925,16.30060577392578,0.09185068309307098,1.5518646240234375,0.5632100701332092,2.314270257949829
65,Eiche,0.0428403802216053,0.31753993034362793,1.082337737083435,16.022836685180664,0.10757920145988464,1.5241200923919678,0.45034509897232056,2.302818536758423
66,Eiche,0.03037508763372898,0.2866630554199219,0.9751356244087219,15.8513822555542,0.09615763276815414,1.5068237781524658,0.45628392696380615,2.3370444774627686
67,Eiche,0.03529961407184601,0.25735363364219666,0.8624331951141357,14.008541107177734,0.08204331248998642,1.3239014148712158,0.5463024377822876,1.811316728591919
68,Eiche,0.0391894094645977,0.22608500719070435,1.1443066596984863,13.311299324035645,0.10872560739517212,1.2557452917099,0.6612582802772522,1.7537481784820557
69,Eiche,0.044730786234140396,0.30479681491851807,0.7189649939537048,14.421884536743164,0.06758082658052444,1.3645398616790771,0.5488656759262085,1.8139761686325073
70,Eiche,0.030986810103058815,0.33632874488830566,0.6904034614562988,14.76779556274414,0.06486260890960693,1.398728609085083,0.5436031222343445,1.8383241891860962
71,Eiche,0.03937109559774399,0.22979611158370972,1.4008288383483887,13.498379707336426,0.1219574585556984,1.274895429611206,0.658595621585846,1.7271531820297241
72,Eiche,0.05026281252503395,0.3035682439804077,0.8058350682258606,14.534981727600098,0.0765412449836731,1.3757694959640503,0.5450735688209534,1.8458447456359863
73,Eiche,0.025428229942917824,0.3435021936893463,0.5746257901191711,14.672830581665039,0.05494238808751106,1.389255166053772,0.4348925054073334,1.8314193487167358
74,Eiche,0.05339069664478302,0.3598015308380127,0.699377715587616,15.057693481445312,0.0697648674249649,1.427473783493042,0.2862301170825958,1.8657069206237793
75,Eiche,0.04298001527786255,0.24136501550674438,1.058083415031433,13.82685661315918,0.09894825518131256,1.3062117099761963,0.726784348487854,1.8043736219406128
76,Eiche,0.0292119812220335,0.3491836488246918,0.6919854283332825,16.379335403442383,0.06802757829427719,1.5595725774765015,0.44357743859291077,2.3219127655029297
77,Eiche,0.025719361379742622,0.2816922962665558,0.6525256633758545,15.335956573486328,0.06113780289888382,1.455125331878662,0.5630173087120056,2.2722811698913574
78,Eiche,0.0392487496137619,0.2936236262321472,1.0399569272994995,15.170770645141602,0.1024584025144577,1.4389973878860474,0.454233318567276,2.2160279750823975
79,Eiche,0.13143229484558105,0.36792489886283875,1.5902000665664673,18.232995986938477,0.1608414351940155,1.7491062879562378,0.5415232181549072,2.305994749069214
80,Eiche,0.048806384205818176,0.2860242426395416,0.7616600394248962,18.245174407958984,0.074674591422081,1.749235987663269,0.5267937779426575,2.4718658924102783
81,Eiche,0.04180961847305298,0.2650187015533447,0.8908955454826355,17.095735549926758,0.08358382433652878,1.6320894956588745,0.7213473320007324,2.508347272872925
82,Eiche,0.03299371153116226,0.3570740222930908,0.8567463159561157,18.135622024536133,0.08796577155590057,1.7380787134170532,0.2535894215106964,2.546733856201172
83,Eiche,0.05783723667263985,0.35703179240226746,0.9402844309806824,18.77577781677246,0.09371395409107208,1.8040592670440674,0.523715615272522,2.6489336490631104
84,Eiche,0.03300053998827934,0.37750929594039917,0.6119933724403381,19.099897384643555,0.06341483443975449,1.8373007774353027,0.22676807641983032,2.6444146633148193
85,Eiche,0.04649489000439644,0.2876634895801544,0.7632136344909668,17.067873001098633,0.07376261800527573,1.6291500329971313,0.5383651256561279,2.472615957260132
86,Eiche,0.023811034858226776,0.2863599956035614,1.0166360139846802,18.538366317749023,0.1006474494934082,1.779665470123291,0.6367127895355225,2.6940348148345947
87,Eiche,0.03717777505517006,0.31831687688827515,0.8922580480575562,18.227428436279297,0.0883970856666565,1.7475372552871704,0.5333300232887268,2.630632162094116
88,Eiche,0.04024861007928848,0.47937753796577454,0.6629843711853027,17.347822189331055,0.06732991337776184,1.657476544380188,0.18937860429286957,2.3051998615264893
89,Eiche,0.07490206509828568,0.5579656958580017,0.7154375910758972,18.456607818603516,0.07365228980779648,1.7709238529205322,0.18647442758083344,2.3456778526306152
90,Eiche,0.05671107769012451,0.5680071711540222,0.558152973651886,19.300552368164062,0.05809101462364197,1.8580979108810425,0.1775437295436859,2.4621739387512207
91,Eiche,0.04082903265953064,0.5265481472015381,0.583268404006958,19.058509826660156,0.060485098510980606,1.8329888582229614,0.1713150441646576,2.448594093322754
92,Eiche,0.05174301937222481,0.49043992161750793,0.6322771310806274,18.727190017700195,0.06517642736434937,1.7987476587295532,0.18892206251621246,2.4374942779541016
93,Eiche,0.04810857027769089,0.5350293517112732,0.4913965165615082,17.628341674804688,0.05006416514515877,1.685921549797058,0.19009292125701904,2.2644307613372803
94,Eiche,0.031066158786416054,0.4040466248989105,0.6331540942192078,17.787721633911133,0.0647205263376236,1.7022777795791626,0.20259703695774078,2.354950189590454
95,Eiche,0.06646227091550827,0.6525936126708984,0.5446930527687073,19.327970504760742,0.056673672050237656,1.860939621925354,0.17741714417934418,2.420595645904541
96,Eiche,0.06566251069307327,0.45070648193359375,0.7333542108535767,16.961246490478516,0.07405281811952591,1.618315577507019,0.21524517238140106,2.2409701347351074
97,Eiche,0.04366426542401314,0.4765496850013733,0.6751289367675781,16.83488655090332,0.06816157698631287,1.6054900884628296,0.19997307658195496,2.212331771850586
98,Eiche,0.050761960446834564,0.4901844263076782,0.5475497841835022,16.122541427612305,0.05495121702551842,1.5336699485778809,0.20394772291183472,2.075996160507202
99,Eiche,0.05131248012185097,0.4341040551662445,0.7835540175437927,17.775632858276367,0.0800725594162941,1.7011653184890747,0.19454321265220642,2.3589529991149902
100,Eiche,0.04717344790697098,0.4181568920612335,0.7021312117576599,17.949695587158203,0.07179883122444153,1.718888759613037,0.19404102861881256,2.4109342098236084
101,Eiche,0.03769726678729057,0.42155253887176514,0.6969398856163025,17.701303482055664,0.07110325247049332,1.6935023069381714,0.20217818021774292,2.3582115173339844
102,Eiche,0.04009464383125305,0.4647251069545746,0.6868993043899536,18.274415969848633,0.07047908008098602,1.7521662712097168,0.19035495817661285,2.394298553466797
103,Eiche,0.04929431900382042,0.5302656888961792,0.571215033531189,18.654325485229492,0.05894805118441582,1.7911847829818726,0.18378621339797974,2.407560348510742
104,Laerche,0.06644654273986816,1.1830991506576538,0.40202009677886963,20.06081771850586,0.042190827429294586,1.9374096393585205,0.11863741278648376,2.3616175651550293
105,Laerche,0.15108773112297058,1.3407058715820312,0.46986106038093567,20.101099014282227,0.049215689301490784,1.941677451133728,0.12239528447389603,2.3642327785491943
106,Laerche,0.10007202625274658,1.1213219165802002,0.39399755001068115,20.051136016845703,0.041302379220724106,1.9363892078399658,0.12526445090770721,2.3678112030029297
107,Laerche,0.14632567763328552,1.3893630504608154,0.4326130449771881,20.20840835571289,0.04539518803358078,1.9529300928115845,0.12056463956832886,2.370375394821167
108,Laerche,0.13494184613227844,1.338927984237671,0.4273451566696167,20.052467346191406,0.04482398182153702,1.9365475177764893,0.11671192198991776,2.3590681552886963
109,Laerche,0.16320189833641052,1.3960298299789429,0.45626920461654663,20.13856315612793,0.04786290228366852,1.9456034898757935,0.12002870440483093,2.3813531398773193
110,Laerche,0.10816140472888947,1.263048529624939,0.4088851809501648,20.070980072021484,0.04290096461772919,1.9384791851043701,0.11959710717201233,2.32930326461792
111,Laerche,0.10450387001037598,1.156680941581726,0.46293437480926514,19.900733947753906,0.0484098419547081,1.9206604957580566,0.12389132380485535,2.3496999740600586
112,Laerche,0.06729994714260101,1.1621406078338623,0.3747563064098358,20.05069351196289,0.039334580302238464,1.9363328218460083,0.12056876718997955,2.3666889667510986
113,Laerche,0.11245740950107574,1.183944821357727,0.41066065430641174,20.10426902770996,0.04305648431181908,1.9419751167297363,0.12398730963468552,2.3717658519744873
114,Laerche,0.09039216488599777,1.2096725702285767,0.3861736059188843,19.974061965942383,0.040468454360961914,1.928301215171814,0.12048675864934921,2.351168155670166
115,Laerche,0.1196843832731247,1.2727831602096558,0.4165754020214081,20.182498931884766,0.04014115780591965,1.9501978158950806,0.3505556583404541,2.3590779304504395
116,Laerche,0.11796871572732925,1.3201508522033691,0.41656938195228577,20.043081283569336,0.04368513077497482,1.9355566501617432,0.11359965056180954,2.3226466178894043
117,Laerche,0.1125817522406578,1.336555004119873,0.423284113407135,20.092361450195312,0.04440535604953766,1.9407323598861694,0.11607697606086731,2.329716682434082
118,Laerche,0.156838059425354,1.4028325080871582,0.46064692735671997,20.25723648071289,0.04839682951569557,1.9580832719802856,0.11589997261762619,2.3845343589782715
119,Laerche,0.14298318326473236,1.3582473993301392,0.42949971556663513,20.233503341674805,0.04517966881394386,1.9555672407150269,0.12678639590740204,2.3842883110046387
120,Laerche,0.11705288290977478,1.2784806489944458,0.42008092999458313,20.96743392944336,0.044565681368112564,2.033127546310425,0.14198222756385803,2.5652353763580322
121,Laerche,0.05163745582103729,0.7250173091888428,0.4567428529262543,19.996450424194336,0.04804111272096634,1.9306904077529907,0.1985383778810501,2.5205817222595215
122,Laerche,0.04760976508259773,0.6191452145576477,0.5601500868797302,17.537572860717773,0.057057347148656845,1.6767139434814453,0.2128240466117859,2.163541316986084
123,Laerche,0.04812884330749512,0.7422959804534912,0.4711609482765198,19.08118438720703,0.04899134114384651,1.8352675437927246,0.20438608527183533,2.419274091720581
124,Laerche,0.05177547410130501,0.7403307557106018,0.5000751614570618,18.9555606842041,0.05193527415394783,1.8222699165344238,0.2085181176662445,2.387315273284912
125,Laerche,0.05301136150956154,0.711427628993988,0.48515740036964417,19.768190383911133,0.05082150921225548,1.9068052768707275,0.201022207736969,2.492158889770508
126,Laerche,0.09262401610612869,0.9165909886360168,0.48476067185401917,21.086660385131836,0.051556192338466644,2.045842170715332,0.17500144243240356,2.7614102363586426
127,Laerche,0.07279931008815765,0.9062207341194153,0.46149149537086487,21.011423110961914,0.049032654613256454,2.0378267765045166,0.17195552587509155,2.750967025756836
128,Laerche,0.07985582947731018,0.9291552305221558,0.45842084288597107,21.118213653564453,0.048759251832962036,2.049180507659912,0.17114295065402985,2.7685129642486572
129,Laerche,0.12565433979034424,0.9030998349189758,0.6445828676223755,21.074907302856445,0.0688314214348793,2.0447235107421875,0.17872728407382965,2.732004404067993
130,Laerche,0.06020016223192215,0.6561954617500305,0.5151646733283997,18.509483337402344,0.05303199216723442,1.7762187719345093,0.2170289158821106,2.386910915374756
131,Laerche,0.05759381875395775,0.6741273999214172,0.5624197721481323,18.86549949645996,0.05828259885311127,1.8129922151565552,0.21441300213336945,2.4550554752349854
132,Laerche,0.05545327067375183,0.6873921751976013,0.4855380654335022,18.80056381225586,0.050140075385570526,1.8062281608581543,0.21076352894306183,2.430633544921875
133,Laerche,0.060033585876226425,0.6638270616531372,0.5415640473365784,18.80941390991211,0.055779363960027695,1.8071751594543457,0.21033379435539246,2.4185259342193604
134,Laerche,0.06294447183609009,0.6620264649391174,0.5126106142997742,18.77047348022461,0.05288522690534592,1.8031344413757324,0.214486226439476,2.4310505390167236
135,Laerche,0.11184899508953094,1.2642842531204224,0.45070844888687134,21.107900619506836,0.04787915199995041,2.048077344894409,0.14147856831550598,2.5911548137664795
136,Laerche,0.1360481232404709,1.2028752565383911,0.5808560848236084,21.001834869384766,0.06186157092452049,2.0368990898132324,0.13961297273635864,2.5684738159179688
137,Laerche,0.08886606246232986,1.1241366863250732,0.4246678054332733,20.92327880859375,0.045025426894426346,2.028442859649658,0.15593186020851135,2.5774810314178467
138,Laerche,0.0443255640566349,0.5707868337631226,1.4763048887252808,17.63445281982422,0.05666666477918625,1.687401533126831,2.7745518684387207,2.234638214111328
139,Laerche,0.04043328016996384,0.8053816556930542,0.4990444481372833,19.975847244262695,0.05249868705868721,1.9285573959350586,0.20445775985717773,2.590517044067383
140,Laerche,0.08850141614675522,0.9261001348495483,0.5091623663902283,21.10782814025879,0.05412505194544792,2.0481109619140625,0.1659555584192276,2.7267932891845703
141,Laerche,0.08756071329116821,0.8593103885650635,0.56541508436203,21.028518676757812,0.06018048897385597,2.0397205352783203,0.17638207972049713,2.7553515434265137
142,Laerche,0.04504995048046112,0.6712421178817749,0.4788990318775177,18.569007873535156,0.04935520887374878,1.7823299169540405,0.2138911634683609,2.383287191390991
143,Laerche,0.02884007804095745,0.5408133268356323,0.4784652888774872,18.902523040771484,0.04952174052596092,1.8167665004730225,0.22184835374355316,2.4393808841705322
144,Laerche,0.05303974449634552,0.6559252142906189,0.5529865026473999,18.035425186157227,0.056637734174728394,1.7275582551956177,0.21988728642463684,2.2989017963409424
145,Laerche,0.1187024787068367,1.24782395362854,0.4566538333892822,21.123680114746094,0.048501718789339066,2.049760580062866,0.14061394333839417,2.589817762374878
146,Laerche,0.13355183601379395,1.2586840391159058,0.47448059916496277,21.118215560913086,0.05036779120564461,2.0491912364959717,0.13959798216819763,2.5869221687316895
147,Laerche,0.1639215499162674,1.2952055931091309,0.5642191767692566,21.18256950378418,0.06008614972233772,2.056110143661499,0.14373643696308136,2.610574245452881
148,Laerche,0.10439030826091766,1.2156529426574707,0.48356372117996216,20.947629928588867,0.051209982484579086,2.0310635566711426,0.14149489998817444,2.548060894012451
149,Laerche,0.07571426779031754,1.104684829711914,0.45954984426498413,20.771596908569336,0.04866349697113037,2.0123820304870605,0.14510424435138702,2.521122932434082
150,Laerche,0.08363142609596252,1.0974537134170532,0.46363210678100586,20.81292152404785,0.04908297210931778,2.0167620182037354,0.1459999531507492,2.5257787704467773
151,Laerche,0.0950639471411705,1.1594871282577515,0.47589433193206787,20.961578369140625,0.05058557540178299,2.0325422286987305,0.14528977870941162,2.550940752029419
152,Laerche,0.08917791396379471,1.1309961080551147,0.46795326471328735,20.91362762451172,0.049539726227521896,2.0274453163146973,0.14682729542255402,2.5429086685180664
153,Laerche,0.0960710197687149,1.0480772256851196,0.45593419671058655,21.02136993408203,0.048283882439136505,2.038879156112671,0.15351678431034088,2.5704452991485596
154,Laerche,0.12684321403503418,1.099182367324829,0.5638372898101807,20.90303611755371,0.05977969244122505,2.0263912677764893,0.1563633531332016,2.5871758460998535
155,Laerche,0.10237012058496475,1.1386559009552002,0.44497936964035034,21.010007858276367,0.04721357673406601,2.037665367126465,0.15163183212280273,2.567580461502075
156,Laerche,0.05379099398851395,0.5306310057640076,0.6655369997024536,17.671716690063477,0.06843384355306625,1.6904683113098145,0.21962860226631165,2.2286267280578613
157,Laerche,0.05412372574210167,0.5057995319366455,0.5957504510879517,17.4191837310791,0.060514628887176514,1.664684772491455,0.23009036481380463,2.1901051998138428
158,Laerche,0.04225102812051773,0.731148898601532,0.44482091069221497,19.97392463684082,0.04677962139248848,1.9283206462860107,0.19822996854782104,2.5139429569244385
159,Laerche,0.045251451432704926,0.4420663118362427,0.5499134659767151,17.278139114379883,0.05586215853691101,1.6503210067749023,0.23310640454292297,2.2120096683502197
160,Laerche,0.04137737303972244,0.5524563789367676,0.4641664922237396,18.787555694580078,0.04799249395728111,1.804871678352356,0.21472620964050293,2.402022361755371
161,Laerche,0.050907667726278305,0.6012958884239197,0.4566327631473541,19.445667266845703,0.04760881885886192,1.8731318712234497,0.20734229683876038,2.470602512359619
162,Laerche,0.04827786237001419,0.6021813750267029,0.4899424910545349,19.516908645629883,0.051103077828884125,1.8805742263793945,0.20751513540744781,2.4858875274658203
163,Laerche,0.04187450185418129,0.5947859883308411,0.4845517575740814,19.311479568481445,0.05043565481901169,1.859184741973877,0.21248459815979004,2.4954354763031006
164,Laerche,0.07396403700113297,0.6555240750312805,0.5810579657554626,19.804027557373047,0.06042991578578949,1.9106154441833496,0.2158193290233612,2.559976577758789
165,Laerche,0.14000128209590912,1.2939133644104004,0.46960893273353577,21.035625457763672,0.049836333841085434,2.0404040813446045,0.13848958909511566,2.574559211730957
166,Laerche,0.06593568623065948,0.885964035987854,0.4840640723705292,20.56723976135254,0.05109386891126633,1.9907805919647217,0.1698140949010849,2.677839517593384
167,Laerche,0.051755137741565704,0.7903940677642822,0.5078800916671753,20.401140213012695,0.05348825827240944,1.973268985748291,0.17355111241340637,2.6334609985351562
168,Laerche,0.09900068491697311,0.7727422118186951,0.6037255525588989,21.14349365234375,0.06446674466133118,2.0519847869873047,0.1798681765794754,2.7819297313690186
169,Laerche,0.06285648792982101,0.7478726506233215,0.5268592238426208,20.459749221801758,0.055436186492443085,1.979461669921875,0.18119090795516968,2.6825790405273438
170,Laerche,0.06317735463380814,0.8358839750289917,0.46227383613586426,20.584115982055664,0.04880794882774353,1.9925493001937866,0.17618823051452637,2.68355655670166
171,Laerche,0.06240440532565117,0.875334620475769,0.43433383107185364,20.704368591308594,0.045957181602716446,2.005248546600342,0.17282165586948395,2.7021961212158203
172,Laerche,0.06494066119194031,0.8832438588142395,0.4215570390224457,20.79334259033203,0.04467121139168739,2.014662504196167,0.1707376092672348,2.700300693511963
173,Laerche,0.052396323531866074,0.8391112685203552,0.45836886763572693,20.679534912109375,0.04847882688045502,2.002636432647705,0.17243055999279022,2.694617986679077
174,Laerche,0.07667188346385956,0.7419335842132568,0.6979886293411255,20.42965316772461,0.0727318525314331,1.97641921043396,0.18657496571540833,2.657517433166504
175,Laerche,0.07290856540203094,0.8052272796630859,0.5006654858589172,20.474197387695312,0.05273011699318886,1.9809682369232178,0.1769385039806366,2.687030076980591
176,Laerche,0.04946516454219818,0.6162165999412537,0.5721181035041809,17.570362091064453,0.058545246720314026,1.6800651550292969,0.2287074625492096,2.247180938720703
177,Laerche,0.056915607303380966,0.6278521418571472,0.5384153127670288,17.97940444946289,0.05507693439722061,1.7218127250671387,0.2309279441833496,2.291940689086914
178,Laerche,0.05686061829328537,0.5779715180397034,0.5490490794181824,17.979938507080078,0.056129612028598785,1.7218725681304932,0.2242356836795807,2.323540449142456
179,Laerche,0.04599836841225624,0.6078895330429077,0.5496963262557983,18.046344757080078,0.056345582008361816,1.728674054145813,0.22572989761829376,2.3386051654815674
