,art,phase_std,phase_mean
0,Eiche,1.8428821563720703,12.27851390838623
1,Eiche,2.1023361682891846,11.746984481811523
2,Eiche,1.7386194467544556,12.430219650268555
3,Eiche,1.666443943977356,12.538158416748047
4,Eiche,1.7700666189193726,12.466367721557617
5,Eiche,2.0048890113830566,12.367585182189941
6,Eiche,1.6435006856918335,11.818594932556152
7,Eiche,1.7033839225769043,11.691705703735352
8,Eiche,1.6308972835540771,12.299040794372559
9,Eiche,2.2735447883605957,11.213711738586426
10,Eiche,2.0365264415740967,12.564257621765137
11,Eiche,2.0244765281677246,12.753347396850586
12,Eiche,1.8073461055755615,12.190664291381836
13,Eiche,1.6708911657333374,12.476493835449219
14,Eiche,1.6490931510925293,11.002372741699219
15,Eiche,2.0176193714141846,12.34654712677002
16,Laerche,1.271791696548462,11.117278099060059
17,Laerche,1.244057297706604,11.142058372497559
18,Laerche,1.2579888105392456,11.201339721679688
19,Laerche,1.2548524141311646,11.098847389221191
20,Laerche,1.1055870056152344,11.23855209350586
21,Laerche,1.137292742729187,11.120558738708496
22,Laerche,1.3340911865234375,11.26731014251709
23,Laerche,1.1926547288894653,11.022276878356934
24,Laerche,1.2377020120620728,11.113807678222656
25,Laerche,1.3078134059906006,11.226386070251465
26,Laerche,1.1999523639678955,11.204421997070312
27,Laerche,1.2534278631210327,11.091894149780273
28,Laerche,1.2083454132080078,11.151044845581055
29,Laerche,1.425200343132019,11.54305362701416
30,Laerche,1.4133741855621338,11.350769996643066
31,Laerche,1.2660560607910156,11.204105377197266
32,Ahorn,1.0108997821807861,12.889217376708984
33,Ahorn,0.9703030586242676,12.701300621032715
34,Ahorn,1.032901644706726,13.064969062805176
35,Ahorn,1.1278396844863892,12.912525177001953
36,Ahorn,1.061145544052124,12.972253799438477
37,Ahorn,0.9677634835243225,12.854578971862793
38,Ahorn,1.174425482749939,13.395744323730469
39,Ahorn,1.1875685453414917,13.2778959274292
40,Ahorn,1.3591605424880981,13.192741394042969
41,Ahorn,1.1365420818328857,13.579421043395996
42,Ahorn,1.3951780796051025,12.653234481811523
43,Ahorn,1.2734253406524658,12.621575355529785
44,Ahorn,1.049700140953064,12.674111366271973
45,Ahorn,0.9740358591079712,12.819643020629883
46,Ahorn,0.970035970211029,12.750353813171387
47,Ahorn,1.0848323106765747,12.553229331970215
48,Ahorn,0.9960088729858398,12.817522048950195
49,Ahorn,1.0930064916610718,12.585854530334473
50,Ahorn,0.9145255088806152,12.973140716552734
51,Ahorn,1.0636394023895264,12.626687049865723
52,Ahorn,0.9644524455070496,12.355836868286133
53,Ahorn,1.2209407091140747,12.457716941833496
54,Ahorn,1.1151922941207886,12.531288146972656
55,Ahorn,1.09806489944458,12.421637535095215
56,Ahorn,0.9944026470184326,12.611430168151855
57,Ahorn,1.1690810918807983,12.726571083068848
58,Ahorn,1.0028208494186401,12.499034881591797
59,Ahorn,1.2655322551727295,13.798741340637207
60,Ahorn,1.180180311203003,12.960915565490723
61,Ahorn,1.2605894804000854,12.599992752075195
62,Ahorn,1.160728096961975,12.545441627502441
63,Ahorn,1.0691511631011963,12.923154830932617
64,Ahorn,1.0003122091293335,12.670960426330566
65,Ahorn,1.0062578916549683,12.989676475524902
66,Ahorn,1.0806432962417603,11.507231712341309
67,Ahorn,1.4797043800354004,12.511866569519043
68,Ahorn,1.1309099197387695,11.50400447845459
69,Ahorn,1.2749441862106323,11.2944917678833
70,Ahorn,1.5020339488983154,12.27125072479248
71,Ahorn,1.47801673412323,13.12151050567627
72,Ahorn,1.3188295364379883,12.614609718322754
73,Ahorn,1.4833122491836548,12.359423637390137
74,Ahorn,1.0751206874847412,11.119670867919922
75,Ahorn,1.0845682621002197,11.394022941589355
76,Ahorn,1.0386674404144287,11.587677955627441
77,Ahorn,1.1153870820999146,11.467182159423828
78,Ahorn,1.322832703590393,12.333730697631836
79,Ahorn,1.296348214149475,12.636011123657227
80,Buche,2.1408374309539795,12.05637264251709
81,Buche,2.520372152328491,11.526126861572266
82,Buche,2.4983086585998535,12.047466278076172
83,Buche,2.4705309867858887,11.79737377166748
84,Buche,1.4535441398620605,13.879411697387695
85,Buche,1.699960708618164,13.368246078491211
86,Buche,2.4225666522979736,12.599578857421875
87,Buche,2.246068000793457,12.416086196899414
88,Buche,3.1717746257781982,11.161368370056152
89,Buche,2.3994081020355225,12.120159149169922
90,Buche,1.9674324989318848,12.631586074829102
91,Buche,2.2978339195251465,12.449467658996582
92,Buche,1.571656346321106,13.844029426574707
93,Buche,2.2659034729003906,11.703171730041504
94,Buche,1.8312194347381592,13.134587287902832
95,Buche,3.048297882080078,11.352008819580078
96,Buche,2.831866979598999,11.82303237915039
97,Buche,3.0674893856048584,11.363202095031738
98,Buche,2.9513978958129883,11.865399360656738
99,Buche,1.5782722234725952,13.395766258239746
100,Buche,2.762763738632202,11.813904762268066
101,Buche,2.8413467407226562,11.453089714050293
