,art,intensity_std,intensity_mean,phase_std,phase_mean
27,Laerche,0.02445063367486,0.3065929412841797,0.046648282557725906,1.5383124351501465
28,Laerche,0.02544797584414482,0.27655622363090515,0.05154767259955406,1.5131251811981201
29,Laerche,0.02551938034594059,0.3150983452796936,0.04708731546998024,1.541627287864685
30,Laerche,0.02480318211019039,0.31826338171958923,0.048120565712451935,1.5496087074279785
31,Laerche,0.024660790339112282,0.3164779245853424,0.0473032146692276,1.559880256652832
32,Ahorn,0.027597658336162567,0.2989281117916107,0.05863479897379875,1.5015500783920288
33,Ahorn,0.03194480016827583,0.33108487725257874,0.05577733367681503,1.5207912921905518
34,Ahorn,0.02958155982196331,0.33136487007141113,0.05918626859784126,1.545526146888733
35,Ahorn,0.03174953535199165,0.331057071685791,0.061609141528606415,1.5298590660095215
36,Ahorn,0.025228435173630714,0.32777640223503113,0.058503977954387665,1.544703722000122
37,Ahorn,0.026728227734565735,0.32285118103027344,0.06429310888051987,1.5663411617279053
38,Ahorn,0.025103876367211342,0.336996465921402,0.050738539546728134,1.644631028175354
39,Ahorn,0.028224950656294823,0.3725449740886688,0.05584687739610672,1.6452559232711792
40,Ahorn,0.046832483261823654,0.41602447628974915,0.05560379475355148,1.6416751146316528
41,Ahorn,0.03467986732721329,0.3867833614349365,0.05849199369549751,1.6237738132476807
42,Ahorn,0.02480318583548069,0.2552614212036133,0.06709622591733932,1.559493899345398
43,Ahorn,0.02784186415374279,0.2845832407474518,0.06877356767654419,1.5331239700317383
44,Ahorn,0.035106807947158813,0.3033427596092224,0.0614008791744709,1.569990634918213
45,Ahorn,0.030344659462571144,0.26906901597976685,0.07079847157001495,1.5845301151275635
46,Ahorn,0.029688110575079918,0.29087722301483154,0.05714542791247368,1.5791776180267334
47,Ahorn,0.030506331473588943,0.3015299439430237,0.06020231917500496,1.6153720617294312
48,Ahorn,0.024602355435490608,0.2833205461502075,0.05609913542866707,1.5773755311965942
49,Ahorn,0.027882128953933716,0.23679956793785095,0.06411119550466537,1.579634189605713
50,Ahorn,0.02155924402177334,0.23793195188045502,0.06268371641635895,1.6047117710113525
51,Ahorn,0.02836218662559986,0.2396649569272995,0.07956774532794952,1.5710848569869995
52,Ahorn,0.022524133324623108,0.2629592716693878,0.06664478033781052,1.595951795578003
53,Ahorn,0.022954056039452553,0.2586526870727539,0.06354176253080368,1.621030330657959
54,Ahorn,0.022657286375761032,0.24032749235630035,0.06438059359788895,1.6109490394592285
55,Ahorn,0.023547597229480743,0.2448771446943283,0.06743530929088593,1.6134041547775269
56,Ahorn,0.02800747938454151,0.26915639638900757,0.05751417949795723,1.591360330581665
57,Ahorn,0.029193773865699768,0.23168373107910156,0.06727906316518784,1.5893313884735107
58,Ahorn,0.02153649367392063,0.22527970373630524,0.06758210808038712,1.6129786968231201
59,Ahorn,0.027231935411691666,0.24539794027805328,0.07016053795814514,1.6244571208953857
60,Ahorn,0.035364780575037,0.28115445375442505,0.06527306884527206,1.5984034538269043
61,Ahorn,0.026370426639914513,0.25037816166877747,0.06841687858104706,1.6418219804763794
62,Ahorn,0.032313812524080276,0.25706052780151367,0.10094958543777466,1.658151626586914
63,Ahorn,0.019002584740519524,0.23456016182899475,0.06894342601299286,1.6352938413619995
64,Ahorn,0.02619459480047226,0.2793271839618683,0.055776406079530716,1.6316784620285034
65,Ahorn,0.027582714334130287,0.3177137076854706,0.059103045612573624,1.4965853691101074
66,Ahorn,0.03262387216091156,0.2859119772911072,0.06061190366744995,1.53711998462677
67,Ahorn,0.027847060933709145,0.24070027470588684,0.06582019478082657,1.6042068004608154
68,Ahorn,0.02560959756374359,0.22825078666210175,0.0774453654885292,1.6050463914871216
69,Ahorn,0.026422422379255295,0.22244253754615784,0.068804070353508,1.6424047946929932
70,Ahorn,0.0228874571621418,0.2301028072834015,0.09359436482191086,1.6233301162719727
71,Ahorn,0.02832455188035965,0.28058046102523804,0.055253200232982635,1.6186681985855103
72,Ahorn,0.029070217162370682,0.2094363570213318,0.07600121945142746,1.6341794729232788
73,Ahorn,0.029822802171111107,0.20825634896755219,0.08077181130647659,1.6356709003448486
74,Ahorn,0.022344190627336502,0.2079709768295288,0.07495027780532837,1.6386640071868896
75,Ahorn,0.02572430856525898,0.2606377899646759,0.07098591327667236,1.4900641441345215
76,Ahorn,0.028975674882531166,0.26921939849853516,0.06603100895881653,1.468688726425171
77,Ahorn,0.03284670412540436,0.3131614923477173,0.07047401368618011,1.5226093530654907
78,Ahorn,0.02886842004954815,0.3086051344871521,0.067551389336586,1.4752497673034668
79,Ahorn,0.03488807752728462,0.3356524407863617,0.06571068614721298,1.53551185131073
80,Buche,0.03619971126317978,0.21131856739521027,0.06708014756441116,1.383371114730835
81,Buche,0.029357096180319786,0.21519558131694794,0.07503346353769302,1.3719003200531006
82,Buche,0.03400937095284462,0.13928544521331787,0.10053299367427826,1.2548936605453491
83,Buche,0.029821714386343956,0.1375645101070404,0.1018141657114029,1.2080076932907104
84,Buche,0.03340664133429527,0.18309661746025085,0.06677724421024323,1.3259174823760986
85,Buche,0.03684427589178085,0.21723933517932892,0.10015881806612015,1.389693260192871
86,Buche,0.02257794886827469,0.13171328604221344,0.07973095774650574,1.315425992012024
87,Buche,0.028506940230727196,0.1731383055448532,0.07768213003873825,1.3771392107009888
88,Buche,0.036183275282382965,0.13674816489219666,0.0918503850698471,1.2645158767700195
89,Buche,0.022423772141337395,0.15628337860107422,0.07972428947687149,1.2596246004104614
90,Buche,0.019480222836136818,0.11506488174200058,0.08820272982120514,1.0929523706436157
91,Buche,0.017909154295921326,0.12297793477773666,0.076015405356884,1.2064887285232544
92,Buche,0.0229327455163002,0.09949013590812683,0.11356780678033829,1.2277618646621704
93,Buche,0.022822780534625053,0.10501359403133392,0.13702522218227386,1.1869850158691406
94,Buche,0.025117291137576103,0.1465461403131485,0.08354836702346802,1.304961919784546
95,Buche,0.024879055097699165,0.16749782860279083,0.07506577670574188,1.3465981483459473
96,Buche,0.022176960483193398,0.12185721844434738,0.09287957847118378,1.2356841564178467
97,Buche,0.01800120621919632,0.10992442816495895,0.0889153853058815,1.2183257341384888
98,Buche,0.024128586053848267,0.13169750571250916,0.10277271270751953,1.2926241159439087
99,Buche,0.019628049805760384,0.10810400545597076,0.09973683208227158,1.1438778638839722
100,Buche,0.017168885096907616,0.12478675693273544,0.08453056961297989,1.2207852602005005
101,Buche,0.023553667590022087,0.12265133112668991,0.08628331869840622,1.1804264783859253
102,Buche,0.014369766227900982,0.10622627288103104,0.08480454236268997,1.1288127899169922
103,Buche,0.03586144745349884,0.14615735411643982,0.08849892020225525,1.266624927520752
104,Buche,0.030198009684681892,0.1986466944217682,0.06603021919727325,1.3594434261322021
105,Buche,0.04407240077853203,0.22481679916381836,0.06933392584323883,1.3834625482559204
106,Buche,0.04101286083459854,0.2596375048160553,0.07943299412727356,1.4236925840377808
107,Buche,0.04264196380972862,0.2890409529209137,0.05905485898256302,1.460679531097412
108,Buche,0.029408974573016167,0.21708007156848907,0.06189035624265671,1.4251708984375
109,Buche,0.037196412682533264,0.2569500207901001,0.058850955218076706,1.4094059467315674
110,Buche,0.038295961916446686,0.2576921582221985,0.06852982193231583,1.4267295598983765
111,Buche,0.054465606808662415,0.23725220561027527,0.08940978348255157,1.4017515182495117
112,Buche,0.04894140735268593,0.18883571028709412,0.0690278634428978,1.3451976776123047
113,Buche,0.03069302812218666,0.18019193410873413,0.07490527629852295,1.3535624742507935
114,Buche,0.02171078324317932,0.13450776040554047,0.08755020797252655,1.1947349309921265
115,Buche,0.025701332837343216,0.16190917789936066,0.07823807746171951,1.2946218252182007
116,Buche,0.029736315831542015,0.23410122096538544,0.0629626214504242,1.3864537477493286
117,Buche,0.028903335332870483,0.23652920126914978,0.05946296080946922,1.3832834959030151
118,Buche,0.029501767829060555,0.2439059019088745,0.060414306819438934,1.4957714080810547
119,Buche,0.042094528675079346,0.1969727873802185,0.07043421268463135,1.3674806356430054
120,Buche,0.04366106912493706,0.2486249804496765,0.07342292368412018,1.4587352275848389
121,Buche,0.035151876509189606,0.22861053049564362,0.06308434158563614,1.465437412261963
122,Buche,0.03118024580180645,0.17431898415088654,0.10157958418130875,1.3545230627059937
123,Buche,0.027724115177989006,0.1337454915046692,0.08928117901086807,1.2857366800308228
124,Buche,0.027388814836740494,0.14692547917366028,0.09675563126802444,1.232858419418335
125,Buche,0.030228622257709503,0.2005564272403717,0.05606234818696976,1.3832024335861206
126,Buche,0.023433491587638855,0.15602236986160278,0.06553506851196289,1.3364657163619995
127,Buche,0.028055476024746895,0.1661386936903,0.08301607519388199,1.268408179283142
128,Eiche,0.042720116674900055,0.39351725578308105,0.07124865055084229,1.4043914079666138
129,Eiche,0.03397274389863014,0.47519558668136597,0.06801256537437439,1.3960237503051758
130,Eiche,0.043794840574264526,0.4856533408164978,0.09381713718175888,1.479067087173462
131,Eiche,0.03295007348060608,0.41562744975090027,0.08739281445741653,1.4109784364700317
132,Eiche,0.04701736569404602,0.4097408354282379,0.07191457599401474,1.351352334022522
133,Eiche,0.036368776112794876,0.4197681248188019,0.08173301070928574,1.415419578552246
134,Eiche,0.05113817751407623,0.43878474831581116,0.07066660374403,1.403823733329773
135,Eiche,0.03559662401676178,0.3966396152973175,0.06695936620235443,1.3769619464874268
136,Eiche,0.028592422604560852,0.2970869541168213,0.05462462082505226,1.3068498373031616
137,Eiche,0.04224130138754845,0.2948111891746521,0.07637812197208405,1.2764220237731934
138,Eiche,0.049411382526159286,0.3409358561038971,0.06767646968364716,1.3675447702407837
139,Eiche,0.047415249049663544,0.35415443778038025,0.08218744397163391,1.2886687517166138
140,Eiche,0.030897386372089386,0.34771785140037537,0.05997839570045471,1.3034003973007202
141,Eiche,0.039507169276475906,0.372386634349823,0.07281331717967987,1.335344910621643
142,Eiche,0.038309454917907715,0.3713946044445038,0.06900837272405624,1.3866939544677734
143,Eiche,0.03344481438398361,0.4369716942310333,0.058851759880781174,1.4928499460220337
144,Eiche,0.03663000091910362,0.4598560333251953,0.08013554662466049,1.5078188180923462
145,Eiche,0.027948882430791855,0.44332724809646606,0.06993906944990158,1.5008562803268433
146,Eiche,0.03436959162354469,0.39640581607818604,0.06644093990325928,1.4545693397521973
147,Eiche,0.0498250275850296,0.47163164615631104,0.06661196798086166,1.4346771240234375
148,Eiche,0.041341155767440796,0.4001256227493286,0.06320159137248993,1.4292705059051514
149,Eiche,0.037647198885679245,0.479165256023407,0.064461350440979,1.5269032716751099
150,Eiche,0.04166021570563316,0.2972818911075592,0.1157437339425087,1.2025624513626099
151,Eiche,0.03703831508755684,0.3831268548965454,0.06672883778810501,1.4258092641830444
152,Eiche,0.03749247267842293,0.438256174325943,0.07155263423919678,1.5735455751419067
153,Eiche,0.050635527819395065,0.45774930715560913,0.09639453142881393,1.568518042564392
154,Eiche,0.049599163234233856,0.44795334339141846,0.07176890224218369,1.5034725666046143
155,Eiche,0.03818661719560623,0.33802253007888794,0.0618535652756691,1.5057672262191772
156,Eiche,0.04592691361904144,0.44717732071876526,0.09219653904438019,1.5206177234649658
157,Eiche,0.04295487329363823,0.4195021688938141,0.07187023013830185,1.5860919952392578
158,Eiche,0.033746715635061264,0.40716615319252014,0.06631556898355484,1.5293656587600708
159,Eiche,0.04419400915503502,0.4740082025527954,0.06831511110067368,1.59695565700531
160,Eiche,0.05012587457895279,0.4885481595993042,0.07239419221878052,1.6176471710205078
161,Eiche,0.038555800914764404,0.4223538935184479,0.05272282660007477,1.524916172027588
162,Eiche,0.02894165739417076,0.37449896335601807,0.058199066668748856,1.377032995223999
163,Eiche,0.035050153732299805,0.3678639531135559,0.06421061605215073,1.353257656097412
164,Eiche,0.05106241628527641,0.46307840943336487,0.07619883120059967,1.476052165031433
165,Eiche,0.042058978229761124,0.39665448665618896,0.06577952951192856,1.52732253074646
166,Eiche,0.04482734203338623,0.43375182151794434,0.07739701867103577,1.5292184352874756
167,Eiche,0.04288506507873535,0.4549086391925812,0.06647660583257675,1.6311373710632324
168,Eiche,0.048660289496183395,0.42173999547958374,0.06360422074794769,1.5632071495056152
169,Eiche,0.0438956692814827,0.39902910590171814,0.05710497498512268,1.587410807609558
170,Eiche,0.034749504178762436,0.39598074555397034,0.0659281462430954,1.3182270526885986
171,Eiche,0.033907536417245865,0.33751770853996277,0.06479570269584656,1.2665565013885498
172,Eiche,0.047394897788763046,0.3140527307987213,0.06545107811689377,1.2333272695541382
173,Eiche,0.056079406291246414,0.37430474162101746,0.09032399207353592,1.3250632286071777
174,Eiche,0.04059102013707161,0.4707665741443634,0.06665465235710144,1.4733608961105347
175,Eiche,0.03417722508311272,0.41231775283813477,0.056313686072826385,1.4103318452835083
176,Kiefer,0.06102367118000984,0.5922603011131287,0.059503134340047836,1.4774317741394043
177,Kiefer,0.10520575195550919,0.7411436438560486,0.07946208864450455,1.7533437013626099
178,Kiefer,0.04833890125155449,0.5631029605865479,0.04309816285967827,1.4423002004623413
179,Kiefer,0.07368598133325577,0.5652419924736023,0.042739298194646835,1.3781962394714355
180,Kiefer,0.07843759655952454,0.7015500068664551,0.0482858270406723,1.6044087409973145
181,Kiefer,0.08533605188131332,0.6692769527435303,0.05121896415948868,1.5111057758331299
182,Kiefer,0.10896379500627518,0.7359218597412109,0.07865612208843231,1.4876987934112549
183,Kiefer,0.06632394343614578,0.8447977304458618,0.057025741785764694,1.8682681322097778
184,Kiefer,0.05654127523303032,0.6429696083068848,0.045470256358385086,1.5455636978149414
185,Kiefer,0.041347067803144455,0.6214379668235779,0.04601927846670151,1.4795397520065308
186,Kiefer,0.04604066535830498,0.46925613284111023,0.047163575887680054,1.361161470413208
187,Kiefer,0.07294932007789612,0.47408607602119446,0.06806295365095139,1.3924466371536255
188,Kiefer,0.05863416939973831,0.4834524989128113,0.05395728349685669,1.391502857208252
189,Kiefer,0.05887957289814949,0.5023724436759949,0.046732060611248016,1.5238817930221558
190,Kiefer,0.0322595052421093,0.4595748782157898,0.046381834894418716,1.512294888496399
191,Kiefer,0.042460501194000244,0.4887961447238922,0.04723517596721649,1.5198687314987183
192,Kiefer,0.05619291961193085,0.513363242149353,0.05082087218761444,1.5261083841323853
193,Kiefer,0.054430123418569565,0.5587444305419922,0.09150490909814835,1.5080955028533936
194,Kiefer,0.05041726678609848,0.5111491084098816,0.059535913169384,1.4368995428085327
195,Kiefer,0.07016181200742722,0.5260716080665588,0.06764720380306244,1.448132038116455
196,Kiefer,0.059044402092695236,0.5223255157470703,0.06782600283622742,1.500713586807251
197,Kiefer,0.04301462322473526,0.5585019588470459,0.050473183393478394,1.5818413496017456
198,Kiefer,0.04065132513642311,0.49865981936454773,0.06169778108596802,1.5048943758010864
199,Kiefer,0.050768766552209854,0.49539974331855774,0.05186780169606209,1.49613618850708
200,Kiefer,0.06715212017297745,0.5350642800331116,0.05502120405435562,1.5800312757492065
201,Kiefer,0.07947918027639389,0.5757856369018555,0.07669961452484131,1.6292327642440796
202,Kiefer,0.09688921272754669,0.5727360248565674,0.07623160630464554,1.6365717649459839
203,Kiefer,0.12324824929237366,0.693884015083313,0.10917770117521286,1.6849619150161743
204,Kiefer,0.07694798707962036,0.5691749453544617,0.10435402393341064,1.5685592889785767
205,Kiefer,0.07909328490495682,0.6472535133361816,0.06789172440767288,1.5498535633087158
206,Kiefer,0.11085032671689987,0.615376353263855,0.08606316149234772,1.483025312423706
207,Kiefer,0.07572691142559052,0.7049742341041565,0.06263064593076706,1.570921540260315
208,Kiefer,0.08708027750253677,0.6414754986763,0.06452476978302002,1.6529755592346191
209,Kiefer,0.06049098074436188,0.5866891145706177,0.04549787566065788,1.4650732278823853
210,Kiefer,0.04894139617681503,0.45956140756607056,0.054449412971735,1.3357208967208862
211,Kiefer,0.03916636481881142,0.491986483335495,0.05187906697392464,1.5214799642562866
212,Kiefer,0.07830982655286789,0.6268860101699829,0.05161183699965477,1.5857535600662231
213,Kiefer,0.06316640973091125,0.6016229391098022,0.06670017540454865,1.5223644971847534
214,Kiefer,0.046522106975317,0.622558057308197,0.058422308415174484,1.4128552675247192
215,Kiefer,0.08299732208251953,0.6614770889282227,0.07692611962556839,1.4935005903244019
216,Kiefer,0.06083248555660248,0.5592346787452698,0.04362171143293381,1.382171630859375
217,Kiefer,0.057147614657878876,0.6352027654647827,0.049672532826662064,1.5310593843460083
218,Kiefer,0.06682512909173965,0.6790845394134521,0.05401419475674629,1.4954580068588257
219,Kiefer,0.08848002552986145,0.6791970729827881,0.08149786293506622,1.4834866523742676
220,Kiefer,0.094306580722332,0.6341179609298706,0.09200422465801239,1.6085875034332275
221,Kiefer,0.09357543289661407,0.5780225992202759,0.0692765936255455,1.6237914562225342
222,Kiefer,0.10495004802942276,0.6644691824913025,0.08449649810791016,1.512921929359436
223,Kiefer,0.07684216648340225,0.6313478350639343,0.06390777975320816,1.6385425329208374
224,Laerche,0.03300129994750023,0.2257509082555771,0.06288963556289673,0.8185456991195679
225,Laerche,0.037739794701337814,0.26349788904190063,0.062169384211301804,0.9815353155136108
226,Laerche,0.026620110496878624,0.2607594132423401,0.049122195690870285,0.9513898491859436
227,Laerche,0.034667789936065674,0.21942582726478577,0.06745380163192749,0.853965699672699
228,Laerche,0.03698797523975372,0.27614307403564453,0.055911604315042496,0.9366955161094666
229,Laerche,0.038270365446805954,0.3117799162864685,0.05120057985186577,0.998349666595459
230,Laerche,0.03293626010417938,0.2922297418117523,0.05237598344683647,0.9908449649810791
231,Laerche,0.04136792570352554,0.21382023394107819,0.07059624791145325,0.8608319759368896
232,Laerche,0.03339903801679611,0.27966800332069397,0.05137735977768898,1.003174901008606
233,Laerche,0.03464050218462944,0.23623694479465485,0.06203874945640564,0.9582535028457642
234,Laerche,0.024816056713461876,0.21226385235786438,0.05466051399707794,0.9334660172462463
235,Laerche,0.022319521754980087,0.2116338610649109,0.05813749507069588,0.8944209814071655
236,Laerche,0.02540569193661213,0.27729812264442444,0.05528831481933594,1.0961997509002686
237,Laerche,0.026743363589048386,0.26363611221313477,0.05978952348232269,1.0745872259140015
238,Laerche,0.028344545513391495,0.2562008500099182,0.0616874136030674,1.0313538312911987
239,Laerche,0.029980681836605072,0.2573683559894562,0.054684411734342575,1.0171895027160645
240,Laerche,0.036301806569099426,0.27954211831092834,0.07528332620859146,1.0265429019927979
241,Laerche,0.030692892149090767,0.23655223846435547,0.06760699301958084,0.9836090803146362
242,Laerche,0.03264927864074707,0.21179157495498657,0.08806850761175156,0.9595400094985962
243,Laerche,0.0327475406229496,0.20879334211349487,0.10031095147132874,0.9504037499427795
244,Laerche,0.03752671927213669,0.28660157322883606,0.07152187079191208,1.000014305114746
245,Laerche,0.03401658684015274,0.23158344626426697,0.05437365919351578,0.8533480763435364
246,Laerche,0.03157033398747444,0.21700860559940338,0.06121073290705681,0.8171371817588806
247,Laerche,0.0438217893242836,0.24295762181282043,0.08760711550712585,0.8891569972038269
248,Laerche,0.029604017734527588,0.2976357936859131,0.054551661014556885,0.9962031841278076
249,Laerche,0.030442817136645317,0.27450254559516907,0.056887537240982056,0.9786725640296936
250,Laerche,0.027863217517733574,0.2455383986234665,0.05648301541805267,0.9333543181419373
251,Laerche,0.0315060056746006,0.2500579059123993,0.056645262986421585,0.9233617782592773
252,Laerche,0.02624003402888775,0.24816493690013885,0.0543842576444149,0.9170012474060059
253,Laerche,0.03775094076991081,0.23987647891044617,0.05554118752479553,0.9190722107887268
254,Laerche,0.03277848660945892,0.21298450231552124,0.07635975629091263,0.9242513179779053
255,Laerche,0.047183189541101456,0.24156153202056885,0.12337575107812881,0.9819629788398743
